"","internal.gene_id","gr.row","X","Chr","Start","End","Strand","Length","vectorbase.RU","orthoDB.collapsed","flybase.fbpp.collapsed","flybase.fbgn.collapsed","flybase.annot.collapsed","flybase.gene.collapsed","display.name","gene.family","gene.family.specific","dmel.blastx.fbpp","dmel.blastx.fbgn","dmel.blastx.annot","dmel.blastx.gene","dmel.blastx.evalues","reason"
"118","gene14212",3,"gene14212","supercont1.279;supercont1.279;supercont1.279;supercont1.279;supercont1.279;supercont1.279;supercont1.279","1249113;1258739;1276958;1277812;1283387;1289256;1320763","1250048;1261493;1277749;1277953;1285023;1289420;1321044","+;+;+;+;+;+;+",6709,"AAEL007765","EOG8WHCBT-EOG8WHCBT-EOG8WHCBT","FBpp0289587-FBpp0085912-FBpp0085523","FBgn0033112-FBgn0028983-FBgn0265137","CG9454-CG10913-CG9453","Spn42Db-Spn55B-Spn42Da","","","","FBpp0085912-FBpp0089193","FBgn0028983-FBgn0265137","CG10913-CG9453","Spn55B-Spn42Da","1e-102-1e-99",""
"119","gene14250",3,"gene14250","supercont1.638;supercont1.638;supercont1.638;supercont1.638","72493;113108;113879;135053","72835;113340;114597;135577","+;+;+;+",1820,"AAEL011962","EOG8DNHWN","FBpp0300867","FBgn0030503","CG11176","Tango2","","","","FBpp0073638","FBgn0030503","CG11176","Tango2","8.00E-75",""
"120","gene14282",1,"gene14282","supercont1.6;supercont1.6","4205640;4207130","4207065;4209845","+;+",4142,"AAEL000347",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"121","gene14350",3,"gene14350","supercont1.629","250686","251825","+",1140,"AAEL011906","EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT-EOG8WQ3VT","FBpp0091095-FBpp0091050-FBpp0091086-FBpp0091062-FBpp0091059-FBpp0091080-FBpp0091092-FBpp0091101-FBpp0091052-FBpp0091083-FBpp0091065-FBpp0085248-FBpp0091098-FBpp0091057-FBpp0091110-FBpp0091077-FBpp0091074-FBpp0091107-FBpp0091054-FBpp0091089-FBpp0091068-FBpp0091104-FBpp0091071","FBgn0053849-FBgn0053801-FBgn0053840-FBgn0053816-FBgn0053813-FBgn0053834-FBgn0053846-FBgn0053855-FBgn0053804-FBgn0053837-FBgn0053819-FBgn0051617-FBgn0053852-FBgn0053810-FBgn0053864-FBgn0053831-FBgn0053828-FBgn0053861-FBgn0053807-FBgn0053843-FBgn0053822-FBgn0053858-FBgn0053825","CG33849-CG33801-CG33840-CG33816-CG33813-CG33834-CG33846-CG33855-CG33804-CG33837-CG33819-CG31617-CG33852-CG33810-CG33864-CG33831-CG33828-CG33861-CG33807-CG33843-CG33822-CG33858-CG33825","His1:CG33849-His1:CG33801-His1:CG33840-His1:CG33816-His1:CG33813-His1:CG33834-His1:CG33846-His1:CG33855-His1:CG33804-His1:CG33837-His1:CG33819-His1:CG31617-His1:CG33852-His1:CG33810-His1:CG33864-His1:CG33831-His1:CG33828-His1:CG33861-His1:CG33807-His1:CG33843-His1:CG33822-His1:CG33858-His1:CG33825","","","","FBpp0091083-FBpp0091086-FBpp0091089-FBpp0091092-FBpp0091095-FBpp0091098-FBpp0091101-FBpp0091104-FBpp0091107-FBpp0091110","FBgn0053837-FBgn0053840-FBgn0053843-FBgn0053846-FBgn0053849-FBgn0053852-FBgn0053855-FBgn0053858-FBgn0053861-FBgn0053864","CG33837-CG33840-CG33843-CG33846-CG33849-CG33852-CG33855-CG33858-CG33861-CG33864","His1:CG33837-His1:CG33840-His1:CG33843-His1:CG33846-His1:CG33849-His1:CG33852-His1:CG33855-His1:CG33858-His1:CG33861-His1:CG33864","1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25-1e-25",""
"122","gene14356",3,"gene14356","supercont1.629;supercont1.629","252640;259865","259764;260311","+;+",7572,"AAEL011908",NA,NA,NA,NA,NA,"","","","FBpp0091054-FBpp0091086-FBpp0091089-FBpp0091092-FBpp0091095-FBpp0091098-FBpp0091101-FBpp0091104-FBpp0091107-FBpp0091110","FBgn0053807-FBgn0053840-FBgn0053843-FBgn0053846-FBgn0053849-FBgn0053852-FBgn0053855-FBgn0053858-FBgn0053861-FBgn0053864","CG33807-CG33840-CG33843-CG33846-CG33849-CG33852-CG33855-CG33858-CG33861-CG33864","His1:CG33807-His1:CG33840-His1:CG33843-His1:CG33846-His1:CG33849-His1:CG33852-His1:CG33855-His1:CG33858-His1:CG33861-His1:CG33864","3e-11-6e-11-6e-11-6e-11-6e-11-6e-11-6e-11-6e-11-6e-11-6e-11",""
"123","gene14420",4,"gene14420","supercont1.285;supercont1.285;supercont1.285","410092;410176;410529","410108;410464;411677","+;+;+",1455,"AAEL007836",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"124","gene14434",1,"gene14434","supercont1.1068;supercont1.1068;supercont1.1068;supercont1.1068;supercont1.1068;supercont1.1068;supercont1.1068","12351;34266;51977;83581;83926;88392;89296","13212;35001;52168;83864;84093;89227;95316","+;+;+;+;+;+;+",9099,"AAEL014318","EOG8FR3HP","FBpp0076839","FBgn0015766","CG10596","Msr-110","","","","FBpp0311254","FBgn0015766","CG10596","Msr-110","5.00E-69",""
"125","gene14436",3,"gene14436","supercont1.1286;supercont1.1286;supercont1.1286;supercont1.1286;supercont1.1286","15881;16628;16950;17341;17975","16567;16889;17283;17634;19250","-;-;-;-;-",2853,"AAEL014837","EOG8Z91MW","FBpp0291497","FBgn0283437","CG42639","PPO1","","","","FBpp0087744-FBpp0291496-FBpp0291497-FBpp0088363-FBpp0072365-FBpp0073484-FBpp0077690-FBpp0075491","FBgn0033367-FBgn0261363-FBgn0283437-FBgn0002565-FBgn0002564-FBgn0002562-FBgn0002563-FBgn0000639","CG8193-CG42640-CG42639-CG6806-CG6821-CG2559-CG4178-CG17285","PPO2-PPO3-PPO1-Lsp2-Lsp1gamma-Lsp1alpha-Lsp1beta-Fbp1","0-0-0-2e-46-3e-40-4e-39-7e-38-2e-08",""
"126","gene14456",3,"gene14456","supercont1.218;supercont1.218;supercont1.218;supercont1.218;supercont1.218","1117019;1168570;1169455;1182493;1182632","1117209;1168841;1169577;1182572;1185711","+;+;+;+;+",3746,"AAEL006711","EOG834ZZJ","FBpp0077874","FBgn0037007","CG5059","CG5059","","","","FBpp0077874","FBgn0037007","CG5059","CG5059","6.00E-63",""
"127","gene14492",3,"gene14492","supercont1.174;supercont1.174","1532644;1533168","1533112;1534393","+;+",1695,"AAEL005772","EOG87Q0ZS","FBpp0087892","FBgn0033268","CG2297","Obp44a","AaegObp22","OBP","OBP","FBpp0084816-FBpp0087892-FBpp0084828-FBpp0078266-FBpp0084829","FBgn0039678-FBgn0033268-FBgn0039685-FBgn0046875-FBgn0039682","CG18111-CG2297-CG7592-CG31558-CG7584","Obp99a-Obp44a-Obp99b-Obp83g-Obp99c","1e-30-1e-30-1e-22-4e-12-1e-10","Obp paper"
"128","gene14629",4,"gene14629","supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136;supercont1.136","1711060;1772066;1800897;1801309;1803232;1803501;1827512;1827725;1827911","1711080;1772191;1801248;1803174;1803440;1803726;1827662;1827844;1829343","+;+;+;+;+;+;+;+;+",4504,"AAEL004961","EOG8SFCX8","FBpp0305357","FBgn0264542","CG43921","CG43921","","","","FBpp0305359-FBpp0086813-FBpp0307255","FBgn0264542-FBgn0004638-FBgn0264959","CG43921-CG6033-CG44128","CG43921-drk-Src42A","7e-113-7e-11-1e-08",""
"129","gene14758",1,"gene14758","supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292","921424;921994;924366;938396;951576;952344;952479;960294;960872","921932;924303;924551;939108;951866;952406;952664;960787;961201","-;-;-;-;-;-;-;-;-",5082,"AAEL007967",NA,NA,NA,NA,NA,"","","","FBpp0301780-FBpp0080166-FBpp0080191-FBpp0301776-FBpp0080190-FBpp0080162","FBgn0243514-FBgn0028939-FBgn0028543-FBgn0259896-FBgn0028542-FBgn0027929","CG6124-CG18146-CG31839-CG8942-CG33115-CG33119","eater-NimC2-NimB2-NimC1-NimB4-NimB1","7e-165-6e-85-1e-76-3e-47-6e-44-1e-36",""
"130","gene14760",1,"gene14760","supercont1.292;supercont1.292;supercont1.292;supercont1.292;supercont1.292","1091085;1091350;1092419;1092856;1093438","1091146;1092053;1092793;1093374;1093897","+;+;+;+;+",2120,"AAEL007969","EOG89368V","FBpp0082184","FBgn0003450","CG7996","snk","","","","FBpp0082184-FBpp0071174-FBpp0088629-FBpp0289348-FBpp0084730","FBgn0003450-FBgn0030051-FBgn0037222-FBgn0038114-FBgn0039628","CG7996-CG2056-CG14642-CG11670-CG11841","snk-spirit-CG14642-CG11670-CG11841","7e-70-5e-65-5e-64-9e-57-4e-55",""
"131","gene14820",1,"gene14820","supercont1.798","414514","415485","+",972,"AAEL013158","EOG8SBHQ7","FBpp0088242","FBgn0017545","CG2168","RpS3A","","","","FBpp0088242","FBgn0017545","CG2168","RpS3A","2.00E-144",""
"132","gene14825",3,"gene14825","supercont1.767;supercont1.767;supercont1.767","338892;339741;340176","339679;340081;341125","+;+;+",2079,"AAEL012955",NA,NA,NA,NA,NA,"","","","FBpp0081208-FBpp0079979-FBpp0081207-FBpp0083648-FBpp0083647-FBpp0077588-FBpp0081206-FBpp0086831-FBpp0073719","FBgn0037433-FBgn0032453-FBgn0037432-FBgn0038973-FBgn0038972-FBgn0011294-FBgn0037431-FBgn0265272-FBgn0030552","CG17919-CG6180-CG10298-CG18594-CG7054-CG5430-CG17917-CG30060-CG15871","CG17919-CG6180-CG10298-Pebp1-CG7054-a5-CG17917-CG30060-mRpL38","8e-56-2e-54-4e-54-1e-52-1e-45-8e-43-9e-43-6e-23-4e-15",""
"133","gene14896",1,"gene14896","supercont1.1161;supercont1.1161;supercont1.1161;supercont1.1161","73051;86476;88070;88910","73658;88009;88848;89910","+;+;+;+",3922,"AAEL014553",NA,NA,NA,NA,NA,"","","","FBpp0070831-FBpp0074279-FBpp0084449-FBpp0309076-FBpp0110099-FBpp0297922-FBpp0289339","FBgn0029831-FBgn0030884-FBgn0039471-FBgn0034166-FBgn0250847-FBgn0031426-FBgn0035453","CG5966-CG6847-CG6295-CG6472-CG14034-CG18641-CG10357","CG5966-CG6847-CG6295-CG6472-CG14034-CG18641-CG10357","1e-157-2e-42-1e-27-1e-27-2e-27-3e-27-8e-27",""
"134","gene14926",1,"gene14926","supercont1.925;supercont1.925;supercont1.925;supercont1.925","239160;240238;258418;294558","240175;240960;258856;295251","-;-;-;-",2872,"AAEL013801","EOG86HK2N","FBpp0082619","FBgn0038354","CG5404","CG5404","","","","FBpp0082559-FBpp0082619-FBpp0084081-FBpp0085026-FBpp0304956","FBgn0038337-FBgn0038354-FBgn0013953-FBgn0039787-FBgn0036240","CG6125-CG5404-CG7005-CG9702-CG6928","CG6125-CG5404-Esp-CG9702-CG6928","4e-154-2e-147-4e-129-4e-115-7e-106",""
"135","gene14936",2,"gene14936","supercont1.75;supercont1.75;supercont1.75;supercont1.75;supercont1.75;supercont1.75","2400412;2401404;2402149;2482009;2482386;2514748","2400977;2402082;2402427;2482313;2482742;2515468","-;-;-;-;-;-",2907,"AAEL003030",NA,NA,NA,NA,NA,"","","","FBpp0312354-FBpp0073750-FBpp0085077-FBpp0081492-FBpp0075323-FBpp0072462","FBgn0039808-FBgn0030573-FBgn0039809-FBgn0037645-FBgn0036522-FBgn0035144","CG12071-CG5310-CG15547-CG11966-CG7372-CG17181","CG12071-nmdyn-D6-CG15547-CG11966-CG7372-Kah","9e-61-2e-13-8e-12-9e-11-2e-10-4e-10",""
"136","gene14939",3,"gene14939","supercont1.75;supercont1.75","2604989;2605341","2605272;2606978","+;+",1922,"AAEL003039","EOG8B2WNX","FBpp0070409","FBgn0023542","CG3460","Nmd3","","","","FBpp0070409","FBgn0023542","CG3460","Nmd3","0",""
"137","gene15033",3,"gene15033","supercont1.144;supercont1.144;supercont1.144;supercont1.144;supercont1.144","659659;670893;702093;703090;703657","659686;672213;703019;703517;705267","+;+;+;+;+",4315,"AAEL005169","EOG82JRGN","FBpp0084608","FBgn0039543","CG12428","CG12428","","","","FBpp0084605-FBpp0087399-FBpp0312437-FBpp0082848","FBgn0039543-FBgn0261862-FBgn0037440-FBgn0038486","CG12428-CG12891-CG1041-CG5265","CG12428-whd-CRAT-CG5265","0-1e-73-9e-65-1e-50",""
"138","gene15048",4,"gene15048","supercont1.231;supercont1.231;supercont1.231","1237197;1238104;1238988","1238045;1238961;1239692","-;-;-",2412,"AAEL007009","EOG8Z0DXT","FBpp0074446","FBgn0031003","CG7889","CG7889","","","","FBpp0074446-FBpp0082677-FBpp0080901-FBpp0077983-FBpp0077335","FBgn0031003-FBgn0038396-FBgn0032857-FBgn0037045-FBgn0031494","CG7889-CG5013-CG10947-CG10584-CG17219","CG7889-CG5013-CG10947-CG10584-CG17219","9e-53-8e-09-6e-06-1e-04-0.007",""
"139","gene15078",4,"gene15078","supercont1.231;supercont1.231;supercont1.231;supercont1.231;supercont1.231;supercont1.231;supercont1.231;supercont1.231","851090;912304;912864;914340;926398;926566;942953;966528","851147;912797;914281;914690;926493;927261;944991;967374","-;-;-;-;-;-;-;-",5999,"AAEL007004","EOG8WQ3SW","FBpp0084323","FBgn0000206","CG8285","boss","","","","FBpp0084323","FBgn0000206","CG8285","boss","1.00E-175",""
"140","gene15084",1,"gene15084","supercont1.231;supercont1.231;supercont1.231;supercont1.231;supercont1.231;supercont1.231;supercont1.231","129425;137429;138269;164857;166135;181772;188602","130037;137962;138959;165371;166732;181957;189040","+;+;+;+;+;+;+",3576,"AAEL007023","EOG8SFCXC","FBpp0073988","FBgn0030731","CG3415","Mfe2","","","","FBpp0073988-FBpp0073650-FBpp0070533-FBpp0084241-FBpp0070179-FBpp0084585-FBpp0077075","FBgn0030731-FBgn0030519-FBgn0029648-FBgn0039304-FBgn0040349-FBgn0039537-FBgn0031630","CG3415-CG11151-CG3603-CG10425-CG3699-CG5590-CG15629","Mfe2-CG11151-CG3603-CG10425-CG3699-CG5590-CG15629","0-5e-51-8e-16-9e-12-4e-11-1e-10-3e-10",""
"141","gene15148",1,"gene15148","supercont1.378;supercont1.378;supercont1.378;supercont1.378;supercont1.378;supercont1.378;supercont1.378","910198;920133;920853;929449;930166;945073;945794","911166;920788;923650;930104;930583;945728;946512","-;-;-;-;-;-;-",6872,"AAEL009198",NA,NA,NA,NA,NA,"","","","FBpp0076591-FBpp0083412","FBgn0035767-FBgn0028468","CG8596-CG5760","CG8596-rtet","7e-129-6e-04",""
"142","gene15216",1,"gene15216","supercont1.274;supercont1.274;supercont1.274;supercont1.274;supercont1.274;supercont1.274;supercont1.274;supercont1.274;supercont1.274;supercont1.274","555271;556131;588100;588647;601042;603477;603722;616286;617433;618347","555630;556933;588396;589295;601533;603660;603873;617378;617638;618728","+;+;+;+;+;+;+;+;+;+",4618,"AAEL007691","EOG8DNHVV","FBpp0079966","FBgn0032433","CG5427","Oatp33Ea","","","","FBpp0079966-FBpp0071690-FBpp0071692-FBpp0312420-FBpp0291251","FBgn0032433-FBgn0034716-FBgn0050277-FBgn0034715-FBgn0036732","CG5427-CG3380-CG30277-CG3382-CG7571","Oatp33Ea-Oatp58Dc-Oatp58Da-Oatp58Db-Oatp74D","0-1e-91-3e-85-8e-84-6e-60",""
"143","gene15217",4,"gene15217","supercont1.274;supercont1.274;supercont1.274;supercont1.274;supercont1.274","1001461;1002174;1002455;1021169;1032602","1001997;1002396;1002749;1021739;1032814","-;-;-;-;-",1839,"AAEL007684","EOG8HTCHN","FBpp0080346","FBgn0028902","CG4767","Tektin-A","","","","FBpp0080346-FBpp0070050-FBpp0070053-FBpp0070055-FBpp0303912","FBgn0028902-FBgn0052819-FBgn0052820-FBgn0040028-FBgn0035638","CG4767-CG32819-CG32820-CG17450-CG10541","Tektin-A-CG32819-CG32820-CG17450-Tektin-C","5e-154-2e-29-2e-29-2e-29-2e-14",""
"144","gene15231",3,"gene15231","supercont1.695;supercont1.695","544200;550745","546221;551207","-;-",2485,"AAEL012427","EOG8GQSX9-EOG8GQSX9-EOG8GQSX9-EOG8GQSX9-EOG8GQSX9-EOG8GQSX9-EOG8GQSX9","FBpp0088689-FBpp0071907-FBpp0085284-FBpp0082651-FBpp0290886-FBpp0071433-FBpp0073554","FBgn0037455-FBgn0034833-FBgn0032968-FBgn0038357-FBgn0039577-FBgn0030224-FBgn0030451","CG2336-CG13539-CG11634-CG5623-CG12516-CG12637-CG15717","CG2336-CG13539-CG11634-CG5623-CG12516-CG12637-CG15717","","","","FBpp0073554-FBpp0088689-FBpp0290886-FBpp0081045","FBgn0030451-FBgn0037455-FBgn0039577-FBgn0032945","CG15717-CG2336-CG12516-CG8665","CG15717-CG2336-CG12516-CG8665","8e-12-6e-08-0.004-0.007",""
"145","gene15252",3,"gene15252","supercont1.252;supercont1.252;supercont1.252;supercont1.252;supercont1.252;supercont1.252","561212;572342;573080;580879;581222;581433","562095;573003;573211;581141;581350;581989","+;+;+;+;+;+",2627,"AAEL007385","EOG8GQSXG","FBpp0304479","FBgn0015222","CG2216","Fer1HCH","","","","FBpp0084995-FBpp0073576","FBgn0015222-FBgn0030449","CG2216-CG4349","Fer1HCH-Fer3HCH","1e-47-3e-19",""
"146","gene15254",3,"gene15254","supercont1.252;supercont1.252","560843;571682","571615;573840","-;-",12932,"AAEL007383","EOG8SXR51","FBpp0304478","FBgn0015221","CG1469","Fer2LCH","","","","FBpp0084986-FBpp0073576-FBpp0084999","FBgn0015221-FBgn0030449-FBgn0015222","CG1469-CG4349-CG2216","Fer2LCH-Fer3HCH-Fer1HCH","3e-29-4e-04-0.009",""
"147","gene15307",3,"gene15307","supercont1.563;supercont1.563;supercont1.563","141989;142304;151101","142150;142612;152724","+;+;+",2095,"AAEL011288","EOG8C5G9B","FBpp0084761","FBgn0029176","CG11901","Ef1gamma","","","","FBpp0084761-FBpp0087548-FBpp0087549-FBpp0087660-FBpp0083898-FBpp0076377","FBgn0029176-FBgn0050000-FBgn0050005-FBgn0033381-FBgn0005674-FBgn0035906","CG11901-CG30000-CG30005-CG11784-CG5394-CG6673","Ef1gamma-GstT1-GstT2-GstE13-Aats-glupro-GstO2","0-1e-07-2e-05-1e-04-3e-04-0.006",""
"148","gene15368",2,"gene15368","supercont1.262;supercont1.262;supercont1.262;supercont1.262","1387331;1411488;1412850;1435384","1388473;1411698;1413006;1438210","-;-;-;-",4338,"AAEL007542","EOG8VMJ5X","FBpp0080119","FBgn0000153","CG7811","b (Gad2)","Gad2","glutamate processing","glutamate processing","FBpp0080119-FBpp0073131-FBpp0077837","FBgn0000153-FBgn0004516-FBgn0036975","CG7811-CG14994-CG5618","b-Gad1-CG5618","0-2e-155-2e-139","orthoDB"
"149","gene15411",1,"gene15411","supercont1.46;supercont1.46;supercont1.46","3245264;3246998;3249302","3246916;3248445;3249734","-;-;-",3534,"AAEL001953",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"150","gene15554",3,"gene15554","supercont1.187;supercont1.187","486818;488898","488839;489284","-;-",2409,"AAEL006048","EOG83V2M3","FBpp0082066","FBgn0038046","CG5641","CG5641","","","","FBpp0082066-FBpp0075249","FBgn0038046-FBgn0263603","CG5641-CG5215","CG5641-Zn72D","6e-177-2e-13",""
"151","gene15598",4,"gene15598","supercont1.60;supercont1.60;supercont1.60;supercont1.60;supercont1.60;supercont1.60;supercont1.60;supercont1.60;supercont1.60;supercont1.60;supercont1.60","1957124;1968829;1975637;1980377;1980602;1989044;2001341;2004655;2006543;2007902;2009790","1958266;1969098;1975699;1980525;1980874;1990694;2001374;2004932;2006612;2008179;2009858","-;-;-;-;-;-;-;-;-;-;-",4278,"AAEL002549","EOG82Z7GW","FBpp0084080","FBgn0039232","CG13636","sosie","","","","FBpp0084080","FBgn0039232","CG13636","sosie","2.00E-38",""
"152","gene15609",1,"gene15609","supercont1.164;supercont1.164;supercont1.164;supercont1.164","376977;377391;377767;378105","377333;377710;378041;378358","-;-;-;-",1206,"AAEL005604",NA,NA,NA,NA,NA,"","","","FBpp0071658-FBpp0087256-FBpp0087222-FBpp0301202-FBpp0086785-FBpp0080908-FBpp0110070-FBpp0077482","FBgn0042098-FBgn0010425-FBgn0043470-FBgn0039272-FBgn0019928-FBgn0259998-FBgn0038431-FBgn0042186","CG18735-CG18681-CG12350-CG11836-CG4812-CG17571-CG10405-CG17239","CG18735-epsilonTry-lambdaTry-CG11836-Ser8-CG17571-CG10405-CG17239","1e-19-1e-19-5e-19-5e-19-2e-18-4e-18-5e-18-6e-17",""
"153","gene15614",1,"gene15614","supercont1.164;supercont1.164;supercont1.164;supercont1.164;supercont1.164","141335;167164;190779;200615;200839","141988;167998;192261;200766;201275","+;+;+;+;+",3561,"AAEL005605","EOG82C10T","FBpp0074657","FBgn0020389","CG8363","Papss","","","","FBpp0074654","FBgn0020389","CG8363","Papss","0",""
"154","gene15627",1,"gene15627","supercont1.4503;supercont1.4503","903;2084","2025;4687","-;-",3727,"AAEL015663",NA,NA,NA,NA,NA,"","","","FBpp0078701-FBpp0078703-FBpp0289683-FBpp0070371-FBpp0073845-FBpp0087674-FBpp0087673-FBpp0301778","FBgn0031693-FBgn0031695-FBgn0031694-FBgn0011576-FBgn0030615-FBgn0033397-FBgn0015037-FBgn0023541","CG14032-CG14031-CG17970-CG3466-CG9081-CG10843-CG10842-CG3540","Cyp4ac1-Cyp4ac3-Cyp4ac2-Cyp4d2-Cyp4s3-Cyp4p3-Cyp4p1-Cyp4d14","2e-105-4e-102-2e-101-4e-92-1e-89-3e-89-1e-87-9e-87",""
"155","gene1572",3,"gene1572","supercont1.27;supercont1.27;supercont1.27;supercont1.27","1993011;1999871;2001564;2001885","1993195;2001501;2001813;2002475","-;-;-;-",2657,"AAEL001235","EOG83FKP4","FBpp0079801","FBgn0032358","CG4851","Ppt2","","","","FBpp0079801-FBpp0071170","FBgn0032358-FBgn0030057","CG4851-CG12108","Ppt2-Ppt1","1e-119-9e-12",""
"156","gene15909",2,"gene15909","supercont1.817;supercont1.817;supercont1.817;supercont1.817;supercont1.817","373297;373587;376337;376473;377216","373527;373711;376419;377151;377339","-;-;-;-;-",1242,"AAEL018086","EOG8FN79V-EOG8FN79V","FBpp0290171-FBpp0290170","FBgn0260644-FBgn0260643","CG42536-CG42535","CG42536-CG42535","AaegOr116","OR","OR",NA,NA,NA,NA,NA,"Or paper"
"157","gene15927",1,"gene15927","supercont1.702;supercont1.702","171789;174300","174229;175055","-;-",3197,"RU355",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"158","gene16153",3,"gene16153","comp357247_c0_seq1","1","1057","+",1057,"RU542",NA,NA,NA,NA,NA,"","","","FBpp0075618","FBgn0011284","CG11276","RpS4","7.00E-156",""
"159","gene1618",3,"gene1618","supercont1.94;supercont1.94;supercont1.94;supercont1.94;supercont1.94;supercont1.94;supercont1.94;supercont1.94;supercont1.94","434750;509045;524797;526431;535683;535981;536235;537864;538037","435656;509146;525355;526612;535827;536092;536435;537975;538772","+;+;+;+;+;+;+;+;+",3056,"AAEL003647",NA,NA,NA,NA,NA,"","","","FBpp0083497-FBpp0311444-FBpp0084873-FBpp0081791","FBgn0038880-FBgn0004842-FBgn0004622-FBgn0004841","CG10823-CG5811-CG7887-CG6515","SIFaR-RYa-R-TkR99D-TkR86C","1e-76-5e-35-4e-32-1e-30",""
"160","gene1656",1,"gene1656","supercont1.94;supercont1.94;supercont1.94;supercont1.94;supercont1.94;supercont1.94;supercont1.94;supercont1.94","689406;715807;738727;739750;740055;740204;760788;761706","689775;717221;739049;739996;740140;740876;761649;763044","+;+;+;+;+;+;+;+",5315,"AAEL003698",NA,NA,NA,NA,NA,"","","","FBpp0085347-FBpp0310203-FBpp0076932","FBgn0262867-FBgn0024320-FBgn0261675","CG11212-CG5722-CG12092","Ptr-Npc1a-Npc1b","6e-33-8e-26-8e-22",""
"161","gene1660",2,"gene1660","supercont1.94","2009854","2011934","+",2081,"AAEL017573",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"162","gene1720",3,"gene1720","supercont1.39;supercont1.39;supercont1.39;supercont1.39;supercont1.39","1300855;1307845;1309125;1309815;1310118","1302175;1309064;1309753;1310055;1310374","+;+;+;+;+",3668,"AAEL001699","EOG8X9B7H-EOG8X9B7H","FBpp0293860-FBpp0087664","FBgn0050345-FBgn0050344","CG30345-CG30344","CG30345-CG30344","","","","FBpp0087664-FBpp0293860-FBpp0288640-FBpp0087701-FBpp0113090-FBpp0073756-FBpp0289881","FBgn0050344-FBgn0050345-FBgn0039817-FBgn0033388-FBgn0033387-FBgn0030576-FBgn0260388","CG30344-CG30345-CG15553-CG8046-CG8008-CG15890-CG42514","CG30344-CG30345-CG15553-CG8046-CG8008-CG15890-CG42514","6e-134-9e-121-4e-89-2e-75-1e-53-1e-40-5e-32",""
"163","gene1779",1,"gene1779","supercont1.236;supercont1.236","974032;975876","975806;976853","-;-",2753,"AAEL007103",NA,NA,NA,NA,NA,"","","","FBpp0288699-FBpp0084220-FBpp0075360-FBpp0084911-FBpp0290118-FBpp0076139-FBpp0080180","FBgn0036587-FBgn0039332-FBgn0029114-FBgn0039728-FBgn0037553-FBgn0036040-FBgn0028872","CG4950-CG11910-CG6890-CG7896-CG18249-CG6749-CG18095","CG4950-alrm-Tollo-CG7896-CG18249-CG6749-CG18095","2e-43-2e-25-6e-25-2e-21-6e-19-3e-18-3e-18",""
"164","gene1792",2,"gene1792","supercont1.32;supercont1.32;supercont1.32;supercont1.32;supercont1.32;supercont1.32;supercont1.32;supercont1.32;supercont1.32","3198551;3218265;3218919;3238105;3248165;3248369;3262543;3262716;3262996","3199436;3218378;3219857;3239382;3248299;3248530;3262648;3262934;3267309","+;+;+;+;+;+;+;+;+",8153,"AAEL001433","EOG80KBQT","FBpp0074464","FBgn0030997","CG7990","CG7990","","","","FBpp0074464-FBpp0077703-FBpp0077704","FBgn0030997-FBgn0031284-FBgn0031283","CG7990-CG3876-CG15880","CG7990-CG3876-CG15880","1e-103-2e-34-3e-06",""
"165","gene1801",3,"gene1801","supercont1.32;supercont1.32","406259;406377","406307;407715","+;+",1388,"AAEL001402",NA,NA,NA,NA,NA,"","","","FBpp0080067-FBpp0076139-FBpp0085638-FBpp0085620-FBpp0082877-FBpp0085139","FBgn0032479-FBgn0036040-FBgn0034476-FBgn0004364-FBgn0028992-FBgn0267435","CG16974-CG6749-CG8595-CG8896-CG5851-CG1744","CG16974-CG6749-Toll-7-18w-sds22-chp","2e-09-6e-09-1e-08-6e-08-2e-06-3e-06",""
"166","gene1932",1,"gene1932","supercont1.271;supercont1.271;supercont1.271;supercont1.271","847785;849894;850193;885085","849497;850118;850759;885941","-;-;-;-",3362,"AAEL007659",NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,""
"167","gene1946",3,"gene1946","supercont1.652;supercont1.652","52862;53431","53373;54328","-;-",1410,"AAEL012078","EOG8RR98T","FBpp0073508","FBgn0030411","CG2540","CG2540","","","","FBpp0073508-FBpp0083838","FBgn0030411-FBgn0039109","CG2540-CG10365","CG2540-CG10365","5e-60-5e-38",""
