"","vectorbase.RU","internal.gene_id.x","display.name.x","gene.family.x","gene.family.specific.x","fbpp","odb8_og_id","internal.gene_id.y","display.name.y","gene.family.y","gene.family.specific.y","fbgn","annotation_ID","gene_symbol"
"13453","AAEL010651","gene5103","","","","FBpp0087127","EOG8HTCK0","gene5103","","","","FBgn0026176","CG8881","SkpB"
"13454","AAEL010652","gene948","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13455","AAEL010653","gene938","","","","FBpp0100046","EOG83NB49","gene938","","","","FBgn0036169","CG6128","Fuca"
"13456","AAEL010654","gene942","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13457","AAEL010655","gene949","","","","FBpp0087983","EOG8GQSW7","gene949","","","","FBgn0033192","CG2105","Corin"
"13458","AAEL010656","gene953","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13459","AAEL010657","gene935","","","","FBpp0112990","EOG898XST","gene935","","","","FBgn0031324","CG14342","CG14342"
"13460","AAEL010658","gene945","","","","FBpp0079700","EOG83BQFD","gene945","","","","FBgn0032291","CG17118","CG17118"
"13461","AAEL010658","gene945","","","","FBpp0079634","EOG83BQFD","gene945","","","","FBgn0032248","CG5343","Bug22"
"13462","AAEL010659","gene936","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13463","AAEL010660","gene929","","","","FBpp0076224","EOG80KBRC","gene929","","","","FBgn0001225","CG4183","Hsp26"
"13464","AAEL010660","gene929","","","","FBpp0076181","EOG80KBRC","gene929","","","","FBgn0001224","CG4463","Hsp23"
"13465","AAEL010661","gene940","","","","FBpp0072875","EOG88D3M5","gene940","","","","FBgn0035390","CG1893","scramb2"
"13466","AAEL010661","gene940","","","","FBpp0076030","EOG88D3M5","gene940","","","","FBgn0052056","CG32056","scramb1"
"13467","AAEL010662AAEL010666","gene939","AaegObp43, AaegObp42","OBP","OBP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13468","AAEL010663","gene950","","","","FBpp0075250","EOG83BQD3","gene950","","","","FBgn0036570","CG5222","IntS9"
"13469","AAEL010664","gene933","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13470","AAEL010665","gene928","","","","FBpp0073089","EOG88SKJW","gene928","","","","FBgn0035526","CG1316","CG1316"
"13471","AAEL010667","gene944","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13472","AAEL010668","gene947","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13473","AAEL010669","gene930","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13474","AAEL010670","gene934","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13475","AAEL010671","gene952","","","","FBpp0291423","EOG8G1Q7S","gene952","","","","FBgn0031775","CG9150","CG9150"
"13476","AAEL010671","gene952","","","","FBpp0083499","EOG8G1Q7S","gene952","","","","FBgn0038878","CG3301","CG3301"
"13477","AAEL010671","gene952","","","","FBpp0073324","EOG8G1Q7S","gene952","","","","FBgn0026268","CG1386","antdh"
"13478","AAEL010671","gene952","","","","FBpp0110515","EOG8G1Q7S","gene952","","","","FBgn0069973","CG40485","CG40485"
"13479","AAEL010671","gene952","","","","FBpp0110508","EOG8G1Q7S","gene952","","","","FBgn0263830","CG40486","CG40486"
"13480","AAEL010671","gene952","","","","FBpp0073450","EOG8G1Q7S","gene952","","","","FBgn0030332","CG9360","CG9360"
"13481","AAEL010672","gene927","","","","FBpp0303334","EOG81ZJ32","gene927","","","","FBgn0053203","CG33203","CG33203"
"13482","AAEL010673","gene931","","","","FBpp0111653","EOG8ZSCWC","gene931","","","","FBgn0085468","CG34439","ND-MWFE"
"13483","AAEL010674","gene951","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13484","AAEL010675","gene932","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13485","AAEL010676","gene943","","","","FBpp0074124","EOG8RJJS9","gene943","","","","FBgn0024941","CG9108","RSG7"
"13486","AAEL010677","gene941","","","","FBpp0110515","EOG8G1Q7S","gene941","","","","FBgn0069973","CG40485","CG40485"
"13487","AAEL010677","gene941","","","","FBpp0073450","EOG8G1Q7S","gene941","","","","FBgn0030332","CG9360","CG9360"
"13488","AAEL010677","gene941","","","","FBpp0073324","EOG8G1Q7S","gene941","","","","FBgn0026268","CG1386","antdh"
"13489","AAEL010677","gene941","","","","FBpp0291423","EOG8G1Q7S","gene941","","","","FBgn0031775","CG9150","CG9150"
"13490","AAEL010677","gene941","","","","FBpp0083499","EOG8G1Q7S","gene941","","","","FBgn0038878","CG3301","CG3301"
"13491","AAEL010677","gene941","","","","FBpp0110508","EOG8G1Q7S","gene941","","","","FBgn0263830","CG40486","CG40486"
"13492","AAEL010678","gene937","","","","FBpp0075195","EOG80VZF5","gene937","","","","FBgn0036560","CG5895","CG5895"
"13493","AAEL010679","gene946","","","","FBpp0070979","EOG82FW8H","gene946","","","","FBgn0029935","CG4615","CG4615"
"13494","AAEL010680","gene9895","","","","FBpp0087737","EOG8VT8Q9","gene9895","","","","FBgn0033355","CG13748","CG13748"
"13495","AAEL010681","gene9901","","","","FBpp0088910","EOG8P2SST","gene9901","","","","FBgn0039915","CG1732","Gat"
"13496","AAEL010682","gene9898","","","","FBpp0079066","EOG82JRGZ","gene9898","","","","FBgn0031905","CG5155","gudu"
"13497","AAEL010683","gene9894","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13498","AAEL010684","gene9893","","","","FBpp0291743","EOG8VX4XD","gene9893","","","","FBgn0031907","CG5171","CG5171"
"13499","AAEL010684","gene9893","","","","FBpp0077149","EOG8VX4XD","gene9893","","","","FBgn0031600","CG3652","CG3652"
"13500","AAEL010685","gene9900","","","","FBpp0086867","EOG8P5P28","gene9900","","","","FBgn0033826","CG4734","CG4734"
"13501","AAEL010686","gene9892","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13502","AAEL010687","gene9896","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13503","AAEL010688","gene9899","","","","FBpp0079092","EOG8KM1V5","gene9899","","","","FBgn0031906","CG5160","CG5160"
"13504","AAEL010689","gene9897","","","","FBpp0087755","EOG8N8TW7","gene9897","","","","FBgn0027607","CG8230","CG8230"
"13505","AAEL010690","gene8080","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13506","AAEL010691","gene8077","","","","FBpp0087152","EOG8XKXZV","gene8077","","","","FBgn0011704","CG8975","RnrS"
"13507","AAEL010692","gene8072","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13508","AAEL010693","gene8074","","","","FBpp0100102","EOG82Z7FH","gene8074","","","","FBgn0041164","CG11513","armi"
"13509","AAEL010694","gene8078","","","","FBpp0309891","EOG8SFCZR","gene8078","","","","FBgn0085453","CG34424","CG34424"
"13510","AAEL010695","gene8079","","","","FBpp0087661","EOG8MGW04","gene8079","","","","FBgn0033382","CG8058","Hydr1"
"13511","AAEL010696","gene8070","","","","FBpp0100102","EOG82Z7FH","gene8070","","","","FBgn0041164","CG11513","armi"
"13512","AAEL010697","gene8081","","","","FBpp0079472","EOG83NB4M","gene8081","","","","FBgn0040064","CG4600","yip2"
"13513","AAEL010698","gene8073","","","","FBpp0303949","EOG8K3PMJ","gene8073","","","","FBgn0042177","CG32164","CG32164"
"13514","AAEL010698","gene8073","","","","FBpp0075072","EOG8K3PMJ","gene8073","","","","FBgn0042178","CG32165","CG32165"
"13515","AAEL010699","gene8069","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13516","AAEL010700","gene8071","","","","FBpp0298329","EOG8962HD","gene8071","","","","FBgn0263112","CG43369","Mitf"
"13517","AAEL010701","gene8076","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13518","AAEL010702","gene1055","AaegOr17","OR","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13519","AAEL010704","gene1054","","","","FBpp0081592","EOG8JHG6J","gene1054","","","","FBgn0024833","CG9388","AP-1mu"
"13520","AAEL010705","gene1051","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13521","AAEL010706","gene1050","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13522","AAEL010707","gene1053","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13523","AAEL010708","gene13811","","","","FBpp0289620","EOG8030J0","gene13811","","","","FBgn0010315","CG9096","CycD"
"13524","AAEL010709","gene13813","","","","FBpp0289620","EOG8030J0","gene13813","","","","FBgn0010315","CG9096","CycD"
"13525","AAEL010710","gene13810","LCCH3","GABA receptor","GABA receptor (ionotropic)","FBpp0089263","EOG8NGKCD","gene13810","LCCH3","GABA receptor","GABA receptor (ionotropic)","FBgn0010240","CG17336","Lcch3"
"13526","AAEL010711","gene13812","","","","FBpp0088153","EOG8SFCX6","gene13812","","","","FBgn0025936","CG1511","Eph"
"13527","AAEL010712","gene13809","","","","FBpp0073931","EOG8WM7JW","gene13809","","","","FBgn0030706","CG8909","CG8909"
"13528","AAEL010713","gene13818","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13529","AAEL010714","gene13821","AaegObp45","OBP","OBP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13530","AAEL010715","gene13817","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13531","AAEL010716","gene13816","","","","FBpp0078896","EOG8WT027","gene13816","","","","FBgn0086357","CG9539","Sec61alpha"
"13532","AAEL010717","gene13820","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13533","AAEL010718","gene13822","AaegObp44","OBP","OBP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13534","AAEL010719","gene13815","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13535","AAEL010720","gene13819","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13536","AAEL010721","gene10778","","","","FBpp0297617","EOG86X218","gene10778","","","","FBgn0031100","CG1504","CG1504"
"13537","AAEL010722","gene10779","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13538","AAEL010723","gene10777","","","","FBpp0083766","EOG8P2SSX","gene10777","","","","FBgn0039066","CG6755","EloA"
"13539","AAEL010724","gene10780","","","","FBpp0082203","EOG8K6JXM","gene10780","","","","FBgn0040551","CG11686","CG11686"
"13540","AAEL010725","gene3778","","","","FBpp0074042","EOG8Q2H5Q","gene3778","","","","FBgn0004598","CG18734","Fur2"
"13541","AAEL010726","gene3779","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13542","AAEL010727","gene13313","","","","FBpp0077857","EOG8JMBFP","gene13313","","","","FBgn0036999","CG5976","isoQC"
"13543","AAEL010727","gene13313","","","","FBpp0076788","EOG8JMBFP","gene13313","","","","FBgn0052412","CG32412","QC"
"13544","AAEL010728","gene13311","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13545","AAEL010729","gene13312","","","","FBpp0079071","EOG8TB72T","gene13312","","","","FBgn0028387","CG5229","chm"
"13546","AAEL010730","gene13314","","","","FBpp0082112","EOG81NXBC","gene13314","","","","FBgn0260444","CG18616","Not10"
"13547","AAEL010731","gene4905","","","","FBpp0077416","EOG8J9QR1","gene4905","","","","FBgn0031457","CG3077","CG3077"
"13548","AAEL010732","gene4908","","","","FBpp0080706","EOG85XBMD","gene4908","","","","FBgn0086444","CG10689","l(2)37Cb"
"13549","AAEL010733","gene4902","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13550","AAEL010736","gene4907","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13551","AAEL010737","gene4903","Ddc","biogenic amine processing","biogenic amine processing",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13552","AAEL010738","gene4898","","","","FBpp0288814","EOG8M3D0S","gene4898","","","","FBgn0259111","CG42253","Ndae1"
"13553","AAEL010739","gene4909","","","","FBpp0088345","EOG8TMTT3","gene4909","","","","FBgn0010453","CG4698","Wnt4"
"13554","AAEL010740","gene4899","","","","FBpp0079060","EOG84BDT1","gene4899","","","","FBgn0004009","CG4889","wg"
"13555","AAEL010741","gene4906","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13556","AAEL010742","gene4904","","","","FBpp0079041","EOG8VHNXV","gene4904","","","","FBgn0263133","CG4567","ico"
"13557","AAEL010743","gene4910","","","","FBpp0079874","EOG8Z395H","gene4910","","","","FBgn0032393","CG12264","CG12264"
"13558","AAEL010744","gene4901","","","","FBpp0302972","EOG837V5R","gene4901","","","","FBgn0002023","CG10699","Lim3"
"13559","AAEL010745","gene15285","","","","FBpp0085933","EOG8FTZR7","gene15285","","","","FBgn0000658","CG10917","fj"
"13560","AAEL010746","gene15286","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13561","AAEL010747","gene7128","","","","FBpp0113115","EOG89W572","gene7128","","","","FBgn0000578","CG15112","ena"
"13562","AAEL010748","gene7118","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13563","AAEL010749","gene7113","","","","FBpp0073952","EOG8BP434","gene7113","","","","FBgn0030716","CG9170","CG9170"
"13564","AAEL010750","gene7117","","","","FBpp0288751","EOG82Z7FK","gene7117","","","","FBgn0034420","CG10737","CG10737"
"13565","AAEL010751","gene7116","","","","FBpp0081476","EOG8HB1BN","gene7116","","","","FBgn0010222","CG18466","Nmdmc"
"13566","AAEL010752","gene7130","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13567","AAEL010753","gene7127","","","","FBpp0080915","EOG80ZTQ5","gene7127","","","","FBgn0032870","CG2608","CG2608"
"13568","AAEL010754","gene7123","","","","FBpp0072246","EOG8FN79P","gene7123","","","","FBgn0035032","CG4692","ATPsynF"
"13569","AAEL010755","gene7126","","","","FBpp0302662","EOG89KJG9","gene7126","","","","FBgn0030812","CG8949","CG8949"
"13570","AAEL010756","gene7119","","","","FBpp0309135","EOG82JRJ6","gene7119","","","","FBgn0010412","CG4464","RpS19a"
"13571","AAEL010756","gene7119","","","","FBpp0083905","EOG82JRJ6","gene7119","","","","FBgn0039129","CG5338","RpS19b"
"13572","AAEL010757","gene7112","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13573","AAEL010758","gene7125","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13574","AAEL010759","gene7122","","","","FBpp0074847","EOG8DJNN2","gene7122","","","","FBgn0025807","CG3945","Rad9"
"13575","AAEL010760","gene7120","","","","FBpp0072493","EOG8GJ2FR","gene7120","","","","FBgn0035164","CG13901","CG13901"
"13576","AAEL010761","gene7121","","","","FBpp0081842","EOG8FR3HH","gene7121","","","","FBgn0037881","CG10703","GCC88"
"13577","AAEL010762","gene7124","","","","FBpp0074318","EOG8DBX57","gene7124","","","","FBgn0030877","CG7846","Arp8"
"13578","AAEL010763","gene7114","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13579","AAEL010764","gene9055","","","","FBpp0081045","EOG8MSGPH","gene9055","","","","FBgn0032945","CG8665","CG8665"
"13580","AAEL010765","gene9042","","","","FBpp0085251","EOG8Q5CFS","gene9042","","","","FBgn0032949","CG3305","Lamp1"
"13581","AAEL010766","gene9053","","","","FBpp0079465","EOG8VQDF8","gene9053","","","","FBgn0032147","CG4026","IP3K1"
"13582","AAEL010768","gene9049","","","","FBpp0079466","EOG8C2M2G","gene9049","","","","FBgn0032149","CG4036","CG4036"
"13583","AAEL010768","gene9049","","","","FBpp0288680","EOG8C2M2G","gene9049","","","","FBgn0004584","CG3178","Rrp1"
"13584","AAEL010769","gene9058","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13585","AAEL010770","gene9048","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13586","AAEL010771","gene9051","","","","FBpp0085372","EOG8F20V8","gene9051","","","","FBgn0033031","CG8245","CG8245"
"13587","AAEL010772","gene9043","","","","FBpp0081044","EOG8HB19V","gene9043","","","","FBgn0023090","CG31623","dtr"
"13588","AAEL010773","gene9040","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13589","AAEL010775","gene15862","AaegIr75e.3","IR","IR","FBpp0291498","EOG85HVNN","gene15862","AaegIr75e.3","IR","IR","FBgn0261401","CG42642","Ir75c"
"13590","AAEL010775","gene15862","AaegIr75e.3","IR","IR","FBpp0271900","EOG85HVNN","gene15862","AaegIr75e.3","IR","IR","FBgn0036757","CG14585","Ir75a"
"13591","AAEL010775","gene15862","AaegIr75e.3","IR","IR","FBpp0291499","EOG85HVNN","gene15862","AaegIr75e.3","IR","IR","FBgn0261402","CG42643","Ir75b"
"13592","AAEL010776","gene9045","","","","FBpp0079464","EOG8DFSD9","gene9045","","","","FBgn0032144","CG17633","CG17633"
"13593","AAEL010776","gene9045","","","","FBpp0079463","EOG8DFSD9","gene9045","","","","FBgn0032143","CG4017","CG4017"
"13594","AAEL010777","gene9056","","","","FBpp0079436","EOG84F937","gene9056","","","","FBgn0040070","CG31884","Trx-2"
"13595","AAEL010777","gene9056","","","","FBpp0070722","EOG84F937","gene9056","","","","FBgn0029752","CG3315","TrxT"
"13596","AAEL010778","gene9050","","","","FBpp0079383","EOG8QC3XK","gene9050","","","","FBgn0032084","CG13101","CG13101"
"13597","AAEL010779","gene9054","ppk16","PPK","PPK","FBpp0100163","EOG805VRT","gene9054","ppk16","PPK","PPK","FBgn0065108","CG34059","ppk16"
"13598","AAEL010780","gene9057","","","","FBpp0079464","EOG8DFSD9","gene9057","","","","FBgn0032144","CG17633","CG17633"
"13599","AAEL010780","gene9057","","","","FBpp0079463","EOG8DFSD9","gene9057","","","","FBgn0032143","CG4017","CG4017"
"13600","AAEL010781","gene9047","","","","FBpp0288680","EOG8C2M2G","gene9047","","","","FBgn0004584","CG3178","Rrp1"
"13601","AAEL010781","gene9047","","","","FBpp0079466","EOG8C2M2G","gene9047","","","","FBgn0032149","CG4036","CG4036"
"13602","AAEL010782","gene9044","","","","FBpp0079464","EOG8DFSD9","gene9044","","","","FBgn0032144","CG17633","CG17633"
"13603","AAEL010782","gene9044","","","","FBpp0079463","EOG8DFSD9","gene9044","","","","FBgn0032143","CG4017","CG4017"
"13604","AAEL010783","gene9041","","","","FBpp0305547","EOG8HQH9D","gene9041","","","","FBgn0032946","CG8663","nrv3"
"13605","AAEL010784","gene839","","","","FBpp0081618","EOG8W9MVX","gene839","","","","FBgn0037756","CG8507","CG8507"
"13606","AAEL010785","gene837","","","","FBpp0084117","EOG8NS63J","gene837","","","","FBgn0039224","CG13634","CG13634"
"13607","AAEL010786","gene830","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13608","AAEL010787","gene833","","","","FBpp0289029","EOG83R6BZ","gene833","","","","FBgn0265998","CG42320","Doa"
"13609","AAEL010787","gene833","","","","FBpp0078301","EOG83R6BZ","gene833","","","","FBgn0003261","CG10279","Rm62"
"13610","AAEL010787","gene833","","","","FBpp0076649","EOG83R6BZ","gene833","","","","FBgn0035720","CG10077","CG10077"
"13611","AAEL010788","gene838","","","","FBpp0301222","EOG83JFWW","gene838","","","","FBgn0037395","CG10280","CG10280"
"13612","AAEL010789","gene840","","","","FBpp0082806","EOG8GB9ZR","gene840","","","","FBgn0020907","CG14904","Scp2"
"13613","AAEL010790","gene835","","","","FBpp0076269","EOG8ZW82Q","gene835","","","","FBgn0035959","CG4911","CG4911"
"13614","AAEL010791","gene832","","","","FBpp0081440","EOG8J4083","gene832","","","","FBgn0037648","CG11975","CG11975"
"13615","AAEL010792","gene836","","","","FBpp0082806","EOG8GB9ZR","gene836","","","","FBgn0020907","CG14904","Scp2"
"13616","AAEL010793","gene834","","","","FBpp0084796","EOG8HX7RT","gene834","","","","FBgn0039667","CG2010","CG2010"
"13617","AAEL010794","gene831","","","","FBpp0087526","EOG8QVG4M","gene831","","","","FBgn0033468","CG1418","CG1418"
"13618","AAEL010795","gene10954","","","","FBpp0077577","EOG8QZBB6","gene10954","","","","FBgn0086698","CG17657","frtz"
"13619","AAEL010796","gene10958","","","","FBpp0082592","EOG82NMQK","gene10958","","","","FBgn0038303","CG6623","SIDL"
"13620","AAEL010797","gene10947","","","","FBpp0112462","EOG8DFSFJ","gene10947","","","","FBgn0040020","CG17397","MED21"
"13621","AAEL010798","gene10948","","","","FBpp0082303","EOG870X8W","gene10948","","","","FBgn0267383","CG9602","Ubc87F"
"13622","AAEL010798","gene10948","","","","FBpp0110481","EOG870X8W","gene10948","","","","FBgn0058045","CG40045","CG40045"
"13623","AAEL010799","gene10950","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13624","AAEL010800","gene10955","","","","FBpp0112713","EOG8KSS92","gene10955","","","","FBgn0039955","CG41099","CG41099"
"13625","AAEL010801","gene10946","","","","FBpp0290997","EOG8KWNKX","gene10946","","","","FBgn0260008","CG41623","UQCR-11"
"13626","AAEL010801","gene10946","","","","FBpp0087782","EOG8KWNKX","gene10946","","","","FBgn0050354","CG30354","UQCR-11L"
"13627","AAEL010802","gene10945","","","","FBpp0087026","EOG8BK7WM","gene10945","","","","FBgn0033724","CG8501","CG8501"
"13628","AAEL010803","gene10949","","","","FBpp0084900","EOG82FW81","gene10949","","","","FBgn0002924","CG7831","ncd"
"13629","AAEL010804","gene10953","","","","FBpp0306043","EOG8QVG3C","gene10953","","","","FBgn0040056","CG17698","CG17698"
"13630","AAEL010805","gene10951","","","","FBpp0084965","EOG82C11H","gene10951","","","","FBgn0039740","CG7928","ZIPIC"
"13631","AAEL010806","gene10957","","","","FBpp0082508","EOG87M4QH","gene10957","","","","FBgn0038302","CG4210","CG4210"
"13632","AAEL010807","gene10952","","","","FBpp0112592","EOG8Z394Z","gene10952","","","","FBgn0040022","CG40351","Set1"
"13633","AAEL010808","gene4336","","","","FBpp0079681","EOG854CQF","gene4336","","","","FBgn0010398","CG6098","Lrr47"
"13634","AAEL010809","gene4339","","","","FBpp0082521","EOG8V4617","gene4339","","","","FBgn0014879","CG4299","Set"
"13635","AAEL010810","gene4344","","","","FBpp0088739","EOG89S8ZP","gene4344","","","","FBgn0052442","CG32442","CG32442"
"13636","AAEL010811","gene4340","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13637","AAEL010812","gene4338","","","","FBpp0081919","EOG8MD0QW","gene4338","","","","FBgn0037931","CG18476","CG18476"
"13638","AAEL010812","gene4338","","","","FBpp0084222","EOG8MD0QW","gene4338","","","","FBgn0039329","CG10669","CG10669"
"13639","AAEL010812","gene4338","","","","FBpp0081985","EOG8MD0QW","gene4338","","","","FBgn0260741","CG3281","CG3281"
"13640","AAEL010812","gene4338","","","","FBpp0289959","EOG8MD0QW","gene4338","","","","FBgn0028647","CG11902","CG11902"
"13641","AAEL010814","gene4333","","","","FBpp0084275","EOG8PP17T","gene4333","","","","FBgn0039358","CG5028","CG5028"
"13642","AAEL010815","gene4346","","","","FBpp0112119","EOG8CJZ7D","gene4346","","","","FBgn0037702","CG8176","CG8176"
"13643","AAEL010816","gene4331","","","","FBpp0072825","EOG837V5G","gene4331","","","","FBgn0027082","CG12186","Aats-pro"
"13644","AAEL010817","gene4337","","","","FBpp0078533","EOG83BQDX","gene4337","","","","FBgn0040466","CG9771","Dlip2"
"13645","AAEL010818","gene4335","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13646","AAEL010819","gene4334","","","","FBpp0112049","EOG8F20W6","gene4334","","","","FBgn0035521","CG1268","VhaM9.7-a"
"13647","AAEL010819","gene4334","","","","FBpp0078025","EOG8F20W6","gene4334","","","","FBgn0028663","CG7625","VhaM9.7-b"
"13648","AAEL010821","gene4341","","","","FBpp0078134","EOG8R26M4","gene4341","","","","FBgn0000100","CG7490","RpLP0"
"13649","AAEL010822","gene4345","","","","FBpp0075781","EOG8JWZ53","gene4345","","","","FBgn0036240","CG6928","CG6928"
"13650","AAEL010823","gene4342","","","","FBpp0082522","EOG86X223","gene4342","","","","FBgn0016691","CG4307","ATPsynO"
"13651","AAEL010824","gene4347","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13652","AAEL010826","gene4330","","","","FBpp0302537","EOG8HB1B7","gene4330","","","","FBgn0263740","CG43665","eIF-2gamma"
"13653","AAEL010826","gene4330","","","","FBpp0302536","EOG8HB1B7","gene4330","","","","FBgn0263755","CG43664","Su(var)3-9"
"13654","AAEL010827","gene4332","","","","FBpp0084016","EOG883GVZ","gene4332","","","","FBgn0039182","CG5728","CG5728"
"13655","AAEL010829","gene4348","","","","FBpp0082588","EOG8FTZQX","gene4348","","","","FBgn0038306","CG6563","Art3"
"13656","AAEL010830","gene15515","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13657","AAEL010831","gene15508","","","","FBpp0073049","EOG83JFWX","gene15508","","","","FBgn0035483","CG1134","Mul1"
"13658","AAEL010832","gene15521","","","","FBpp0075046","EOG8D55QG","gene15521","","","","FBgn0036696","CG14057","CG14057"
"13659","AAEL010834","gene15505","","","","FBpp0075713","EOG837V5Z","gene15505","","","","FBgn0020655","CG4237","ArfGAP1"
"13660","AAEL010835","gene15518","","","","FBpp0074731","EOG8TQQ1D","gene15518","","","","FBgn0036896","CG8789","wnd"
"13661","AAEL010836","gene15506","","","","FBpp0073140","EOG876NQS","gene15506","","","","FBgn0035484","CG11594","CG11594"
"13662","AAEL010837","gene15511","","","","FBpp0075048","EOG86X20Z","gene15511","","","","FBgn0261872","CG33522","scaf6"
"13663","AAEL010838","gene15512","","","","FBpp0085459","EOG8MD0QQ","gene15512","","","","FBgn0028579","CG3268","phtf"
"13664","AAEL010840","gene15513","","","","FBpp0072975","EOG8MGW0N","gene15513","","","","FBgn0266582","CG12079","ND-30"
"13665","AAEL010841","gene15507","","","","FBpp0072910","EOG8B01F5","gene15507","","","","FBgn0035424","CG11505","CG11505"
"13666","AAEL010842","gene15514","","","","FBpp0072891","EOG8R7Z2S","gene15514","","","","FBgn0035405","CG15812","CG15812"
"13667","AAEL010843","gene15517","","","","FBpp0072908","EOG89KJHK","gene15517","","","","FBgn0035423","CG17737","CG17737"
"13668","AAEL010844","gene15504","","","","FBpp0082929","EOG8P2STP","gene15504","","","","FBgn0038515","CG5823","CG5823"
"13669","AAEL010847","gene15520","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13670","AAEL010848","gene15519","","","","FBpp0072761","EOG8NGKCK","gene15519","","","","FBgn0035328","CG13804","yellow-g2"
"13671","AAEL010848","gene15519","","","","FBpp0072780","EOG8NGKCK","gene15519","","","","FBgn0041709","CG5717","yellow-g"
"13672","AAEL010849","gene15509","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13673","AAEL010850","gene7018","","","","FBpp0074298","EOG837V6X","gene7018","","","","FBgn0004028","CG7178","wupA"
"13674","AAEL010851","gene7005","","","","FBpp0303988","EOG822D9K","gene7005","","","","FBgn0261085","CG10617","Syt12"
"13675","AAEL010852","gene7010","","","","FBpp0071642","EOG8RJJS4","gene7010","","","","FBgn0034674","CG9304","CG9304"
"13676","AAEL010853","gene7014","","","","FBpp0082094","EOG8BP43H","gene7014","","","","FBgn0037996","CG4830","CG4830"
"13677","AAEL010853","gene7014","","","","FBpp0083205","EOG8BP43H","gene7014","","","","FBgn0038734","CG11453","CG11453"
"13678","AAEL010853","gene7014","","","","FBpp0083208","EOG8BP43H","gene7014","","","","FBgn0038731","CG11659","CG11659"
"13679","AAEL010853","gene7014","","","","FBpp0083209","EOG8BP43H","gene7014","","","","FBgn0038730","CG6300","CG6300"
"13680","AAEL010853","gene7014","","","","FBpp0072262","EOG8BP43H","gene7014","","","","FBgn0035006","CG4563","CG4563"
"13681","AAEL010853","gene7014","","","","FBpp0290125","EOG8BP43H","gene7014","","","","FBgn0035642","CG18586","CG18586"
"13682","AAEL010853","gene7014","","","","FBpp0083204","EOG8BP43H","gene7014","","","","FBgn0038733","CG11407","CG11407"
