internal.gene_id.x,vectorbase.RU,display.name,gene.family,gene.family.specific,flybase.fbpp,orthodb.group,flybase.fbgn,flybase.annot,flybase.gene
gene4226,AAEL003087,,,,FBpp0074910,EOG8N33DS,FBgn0036771,CG14353,CG14353
gene4227,AAEL003066,,,,FBpp0071463,EOG815K56,FBgn0034580,CG9357,Cht8
gene4228,AAEL003077,,,,FBpp0076374,EOG8S1X0F,FBgn0017430,CG5994,Nelf-E
gene4229,AAEL003057,,,,NA,NA,NA,NA,NA
gene423,AAEL018059,,,,FBpp0074061,EOG890B16,FBgn0026181,CG9774,Rok
gene4230,AAEL003086,,,,NA,NA,NA,NA,NA
gene4231,AAEL015427,,,,NA,NA,NA,NA,NA
gene4232,AAEL012908,,,,NA,NA,NA,NA,NA
gene4233,AAEL017532,,,,NA,NA,NA,NA,NA
gene4234,AAEL012910,,,,FBpp0304622,EOG8258HV,FBgn0053196,CG33196,dpy
gene4235,AAEL012907,,,,NA,NA,NA,NA,NA
gene4236,AAEL012904,,,,FBpp0079458,EOG8KH5KS,FBgn0004868,CG4422,Gdi
gene4237,AAEL012909,,,,FBpp0304622,EOG8258HV,FBgn0053196,CG33196,dpy
gene4238,AAEL012905,,,,FBpp0304622,EOG8258HV,FBgn0053196,CG33196,dpy
gene4239,AAEL012906,,,,FBpp0088615,EOG8R7Z23,FBgn0027780,CG13401,U26
gene424,AAEL005522,,,,FBpp0111905,EOG8QNQN5,FBgn0030738,CG9915,CG9915
gene4240,AAEL015635,,,,FBpp0082513,EOG8V19SJ,FBgn0038307,CG4247,mRpS10
gene4241,AAEL015636,,,,FBpp0082066,EOG83V2M3,FBgn0038046,CG5641,CG5641
gene4242,AAEL007605,,,,FBpp0113105,EOG8PK506,FBgn0004198,CG11387,ct
gene4243,AAEL007601,,,,FBpp0077252,EOG80049K,FBgn0051954,CG31954,CG31954
gene4243,AAEL007601,,,,FBpp0290879,EOG80049K,FBgn0015316,CG9564,Try29F
gene4244,AAEL007603,AaegObp10,OBP,OBP,NA,NA,NA,NA,NA
gene4245,AAEL007602,,,,FBpp0291994,EOG8QZBC8,FBgn0263235,CG16997,Phae2
gene4245,AAEL007602,,,,FBpp0079916,EOG8QZBC8,FBgn0263234,CG16996,Phae1
gene4246,AAEL007600,,,,NA,NA,NA,NA,NA
gene4247,AAEL007604,,,,NA,NA,NA,NA,NA
gene4248,AAEL015312,,,,NA,NA,NA,NA,NA
gene4249,AAEL011695,,,,NA,NA,NA,NA,NA
gene425,AAEL005531,,,,NA,NA,NA,NA,NA
gene4250,AAEL011682,,,,FBpp0073659,EOG8JQ6NX,FBgn0027537,CG11092,Nup93-1
gene4250,AAEL011682,,,,FBpp0082467,EOG8JQ6NX,FBgn0038274,CG7262,Nup93-2
gene4251,AAEL011697,,,,FBpp0087149,EOG88PQ9Q,FBgn0033673,CG8298,CG8298
gene4252,AAEL011690,AaegIr87a.2,IR,IR,FBpp0307899,EOG87Q0XD,FBgn0038153,CG14376,Ir87a
gene4253,AAEL011699,,,,FBpp0082225,EOG89S8XZ,FBgn0041711,CG9792,yellow-e
gene4254,AAEL011696,,,,FBpp0085359,EOG85F0FC,FBgn0033059,CG7845,CG7845
gene4255,AAEL011686,,,,FBpp0086845,EOG876NQP,FBgn0053138,CG33138,AGBE
gene4256,AAEL011683,,,,NA,NA,NA,NA,NA
gene4257,AAEL011691,AaegIr87a.1,IR,IR,FBpp0307899,EOG87Q0XD,FBgn0038153,CG14376,Ir87a
gene4258,AAEL011688,,,,FBpp0071262,EOG85B46R,FBgn0030121,CG17446,Cfp1
gene4259,AAEL011687,,,,FBpp0070951,EOG8PP183,FBgn0029887,CG3198,CG3198
gene426,AAEL005528,,,,FBpp0082265,EOG8KH5KZ,FBgn0015778,CG9412,rin
gene4260,AAEL011694,,,,FBpp0086164,EOG893688,FBgn0034186,CG8950,CG8950
gene4261,AAEL011693,,,,FBpp0083989,EOG8VQDDJ,FBgn0039183,CG6413,Dis3
gene4262,AAEL011684,,,,FBpp0077059,EOG83BQF9,FBgn0031188,CG14613,CG14613
gene4263,AAEL011689,,,,FBpp0075267,EOG8GMXNJ,FBgn0036549,CG10516,CG10516
gene4264,AAEL011692,,,,FBpp0290035,EOG8TTK84,FBgn0030687,CG17209,CG17209
gene4265,AAEL011685,,,,NA,NA,NA,NA,NA
gene4266,AAEL011698,,,,FBpp0080257,EOG8H1DMQ,FBgn0001974,CG3688,l(2)35Bd
gene4267,AAEL013718,,,,FBpp0297706,EOG8PG8SR,FBgn0037570,CG11693,CG11693
gene4268,AAEL013717,,,,FBpp0085006,EOG847JJS,FBgn0039769,CG15534,CG15534
gene4268,AAEL013717,,,,FBpp0084990,EOG847JJS,FBgn0039768,CG15533,CG15533
gene4269,AAEL013719,,,,NA,NA,NA,NA,NA
gene427,AAEL005515,,,,FBpp0082320,EOG88SKKT,FBgn0263396,CG16901,sqd
gene4270,AAEL013720,,,,NA,NA,NA,NA,NA
gene4271,AAEL013716,,,,FBpp0078561,EOG8TB73C,FBgn0263594,CG14648,lost
gene4272,AAEL015042,,,,NA,NA,NA,NA,NA
gene4273,AAEL015372,,,,FBpp0085115,EOG8H1DM5,FBgn0013973,CG1470,Gycbeta100B
gene4274,AAEL012341,,,,NA,NA,NA,NA,NA
gene4275,AAEL012347,,,,NA,NA,NA,NA,NA
gene4276,AAEL012340,,,,FBpp0079683,EOG8JT2XD,FBgn0032265,CG18301,CG18301
gene4276,AAEL012340,,,,FBpp0079693,EOG8JT2XD,FBgn0051871,CG31871,CG31871
gene4276,AAEL012340,,,,FBpp0086532,EOG8JT2XD,FBgn0033999,CG8093,CG8093
gene4276,AAEL012340,,,,FBpp0082239,EOG8JT2XD,FBgn0023495,CG8823,Lip3
gene4276,AAEL012340,,,,FBpp0304062,EOG8JT2XD,FBgn0032264,CG6113,Lip4
gene4277,AAEL012348,,,,FBpp0078400,EOG88WFSQ,FBgn0014366,CG2925,noi
gene4278,AAEL012344,,,,FBpp0082239,EOG8JT2XD,FBgn0023495,CG8823,Lip3
gene4278,AAEL012344,,,,FBpp0079683,EOG8JT2XD,FBgn0032265,CG18301,CG18301
gene4278,AAEL012344,,,,FBpp0086532,EOG8JT2XD,FBgn0033999,CG8093,CG8093
gene4278,AAEL012344,,,,FBpp0304062,EOG8JT2XD,FBgn0032264,CG6113,Lip4
gene4278,AAEL012344,,,,FBpp0079693,EOG8JT2XD,FBgn0051871,CG31871,CG31871
gene4279,AAEL012343,,,,FBpp0304062,EOG8JT2XD,FBgn0032264,CG6113,Lip4
gene4279,AAEL012343,,,,FBpp0079693,EOG8JT2XD,FBgn0051871,CG31871,CG31871
gene4279,AAEL012343,,,,FBpp0082239,EOG8JT2XD,FBgn0023495,CG8823,Lip3
gene4279,AAEL012343,,,,FBpp0086532,EOG8JT2XD,FBgn0033999,CG8093,CG8093
gene4279,AAEL012343,,,,FBpp0079683,EOG8JT2XD,FBgn0032265,CG18301,CG18301
gene428,AAEL005525,,,,FBpp0084171,EOG8VMJ5S,FBgn0039260,CG6369,Smg6
gene4280,AAEL012350,,,,FBpp0079683,EOG8JT2XD,FBgn0032265,CG18301,CG18301
gene4280,AAEL012350,,,,FBpp0086532,EOG8JT2XD,FBgn0033999,CG8093,CG8093
gene4280,AAEL012350,,,,FBpp0304062,EOG8JT2XD,FBgn0032264,CG6113,Lip4
gene4280,AAEL012350,,,,FBpp0079693,EOG8JT2XD,FBgn0051871,CG31871,CG31871
gene4280,AAEL012350,,,,FBpp0082239,EOG8JT2XD,FBgn0023495,CG8823,Lip3
gene4281,AAEL012346,,,,NA,NA,NA,NA,NA
gene4282,AAEL012349,,,,FBpp0082239,EOG8JT2XD,FBgn0023495,CG8823,Lip3
gene4282,AAEL012349,,,,FBpp0086532,EOG8JT2XD,FBgn0033999,CG8093,CG8093
gene4282,AAEL012349,,,,FBpp0304062,EOG8JT2XD,FBgn0032264,CG6113,Lip4
gene4282,AAEL012349,,,,FBpp0079693,EOG8JT2XD,FBgn0051871,CG31871,CG31871
gene4282,AAEL012349,,,,FBpp0079683,EOG8JT2XD,FBgn0032265,CG18301,CG18301
gene4283,AAEL012342,,,,NA,NA,NA,NA,NA
gene4284,AAEL012345,,,,FBpp0082239,EOG8JT2XD,FBgn0023495,CG8823,Lip3
gene4284,AAEL012345,,,,FBpp0079693,EOG8JT2XD,FBgn0051871,CG31871,CG31871
gene4284,AAEL012345,,,,FBpp0086532,EOG8JT2XD,FBgn0033999,CG8093,CG8093
gene4284,AAEL012345,,,,FBpp0304062,EOG8JT2XD,FBgn0032264,CG6113,Lip4
gene4284,AAEL012345,,,,FBpp0079683,EOG8JT2XD,FBgn0032265,CG18301,CG18301
gene4285,AAEL014408,,,,FBpp0084766,EOG87H8FN,FBgn0003525,CG1395,stg
gene4286,AAEL013039,,,,NA,NA,NA,NA,NA
gene4287,AAEL013040,,,,NA,NA,NA,NA,NA
gene4288,AAEL013041,,,,NA,NA,NA,NA,NA
gene4289,AAEL013042,,,,FBpp0088727,EOG84TS04,FBgn0051665,CG31665,wry
gene429,AAEL005530,,,,FBpp0077054,EOG8VX4WT,FBgn0052499,CG32499,Cda4
gene4290,AAEL012467,,,,FBpp0298358,EOG8M687Q,FBgn0263132,CG43374,Cht6
gene4291,AAEL012466,,,,FBpp0071061,EOG8TF39P,FBgn0004657,CG1560,mys
gene4292,AAEL018239,,,,NA,NA,NA,NA,NA
gene4293,AAEL012538,,,,NA,NA,NA,NA,NA
gene4294,AAEL012536,,,,FBpp0300169,EOG8ZGS3K,FBgn0263973,CG32397,jv
gene4295,AAEL012539,,,,FBpp0076677,EOG873SGN,FBgn0020251,CG8339,sfl
gene4296,AAEL012537,,,,NA,NA,NA,NA,NA
gene4297,AAEL012540,,,,NA,NA,NA,NA,NA
gene4298,AAEL010632,,,,FBpp0082434,EOG8RFPJ3,FBgn0086686,CG7832,l(3)L1231
gene4299,AAEL010625,,,,FBpp0306889,EOG844PBS,FBgn0037412,CG10303,Osi4
gene43,AAEL017287,,,,NA,NA,NA,NA,NA
gene430,AAEL005529,,,,FBpp0296947,EOG88WFS4,FBgn0039257,CG13648,tnc
gene4300,AAEL010630,,,,FBpp0082172,EOG8QRKV8,FBgn0003308,CG7642,ry
gene4301,AAEL010627,,,,FBpp0078240,EOG86Q9JD,FBgn0037409,CG15589,Osi24
gene4302,AAEL010624,,,,FBpp0078243,EOG8CZF73,FBgn0037411,CG1150,Osi3
gene4303,AAEL010622,,,,NA,NA,NA,NA,NA
gene4304,AAEL010628,,,,NA,NA,NA,NA,NA
gene4305,AAEL010626,NPF receptor/NPYLR7b,neuropeptide receptor,neuropeptide receptor,FBpp0300637,EOG8W6RN0,FBgn0037408,CG1147,NPFR
gene4306,AAEL010629,,,,FBpp0072692,EOG844PB8,FBgn0035249,CG17249,CG17249
gene4307,AAEL010631,,,,NA,NA,NA,NA,NA
gene4308,AAEL010623,,,,FBpp0078241,EOG8S1X08,FBgn0037410,CG1148,Osi2
gene4309,AAEL012865,,,,FBpp0072839,EOG8C5GB7,FBgn0035370,CG1240,Non2
gene431,AAEL005521,,,,FBpp0080895,EOG8JT2XC,FBgn0032864,CG2493,CG2493
gene4310,AAEL012864,,,,NA,NA,NA,NA,NA
gene4311,AAEL012861,,,,FBpp0077122,EOG84F91B,FBgn0022153,CG3054,l(2)k05819
gene4312,AAEL012869,,,,NA,NA,NA,NA,NA
gene4313,AAEL012859,,,,NA,NA,NA,NA,NA
gene4314,AAEL012860,,,,NA,NA,NA,NA,NA
gene4315,AAEL012866,,,,NA,NA,NA,NA,NA
gene4316,AAEL012868,,,,FBpp0074680,EOG8D29GG,FBgn0052220,CG32220,Csas
gene4317,AAEL012867,,,,NA,NA,NA,NA,NA
gene4318,AAEL012863,,,,NA,NA,NA,NA,NA
gene4319,AAEL012870,,,,NA,NA,NA,NA,NA
gene432,AAEL005524,,,,FBpp0072886,EOG8HQH91,FBgn0035371,CG9977,CG9977
gene4320,AAEL012862,,,,NA,NA,NA,NA,NA
gene4321,AAEL011937,,,,NA,NA,NA,NA,NA
gene4322,AAEL017279,,,,NA,NA,NA,NA,NA
gene4323,AAEL014236,,,,NA,NA,NA,NA,NA
gene4324,AAEL014237,,,,FBpp0085423,EOG8NS63S,NA,NA,NA
gene4325,AAEL014234,,,,NA,NA,NA,NA,NA
gene4326,AAEL014235,,,,FBpp0289916,EOG886C58,FBgn0034481,CG11041,CG11041
gene4326,AAEL014235,,,,FBpp0071498,EOG886C58,FBgn0034592,CG9406,CG9406
gene4327,AAEL013760,,,,NA,NA,NA,NA,NA
gene4328,AAEL013761,,,,FBpp0076438,EOG8DBX68,FBgn0035866,CG7197,CG7197
gene4329,AAEL013117,,,,FBpp0288638,EOG8D29GF,FBgn0038632,CG14301,CG14301
gene433,AAEL005523,,,,FBpp0073414,EOG8M94JT,FBgn0030350,CG1844,SelG
gene433,AAEL005523,,,,FBpp0073415,EOG8M94JT,FBgn0030351,CG1840,CG1840
gene4330,AAEL010826,,,,FBpp0302537,EOG8HB1B7,FBgn0263740,CG43665,eIF-2gamma
gene4330,AAEL010826,,,,FBpp0302536,EOG8HB1B7,FBgn0263755,CG43664,Su(var)3-9
gene4331,AAEL010816,,,,FBpp0072825,EOG837V5G,FBgn0027082,CG12186,Aats-pro
gene4332,AAEL010827,,,,FBpp0084016,EOG883GVZ,FBgn0039182,CG5728,CG5728
gene4333,AAEL010814,,,,FBpp0084275,EOG8PP17T,FBgn0039358,CG5028,CG5028
gene4334,AAEL010819,,,,FBpp0112049,EOG8F20W6,FBgn0035521,CG1268,VhaM9.7-a
gene4334,AAEL010819,,,,FBpp0078025,EOG8F20W6,FBgn0028663,CG7625,VhaM9.7-b
gene4335,AAEL010818,,,,NA,NA,NA,NA,NA
gene4336,AAEL010808,,,,FBpp0079681,EOG854CQF,FBgn0010398,CG6098,Lrr47
gene4337,AAEL010817,,,,FBpp0078533,EOG83BQDX,FBgn0040466,CG9771,Dlip2
gene4338,AAEL010812,,,,FBpp0081919,EOG8MD0QW,FBgn0037931,CG18476,CG18476
gene4338,AAEL010812,,,,FBpp0084222,EOG8MD0QW,FBgn0039329,CG10669,CG10669
gene4338,AAEL010812,,,,FBpp0081985,EOG8MD0QW,FBgn0260741,CG3281,CG3281
gene4338,AAEL010812,,,,FBpp0289959,EOG8MD0QW,FBgn0028647,CG11902,CG11902
gene4339,AAEL010809,,,,FBpp0082521,EOG8V4617,FBgn0014879,CG4299,Set
gene434,AAEL005517,,,,NA,NA,NA,NA,NA
gene4340,AAEL010811,,,,NA,NA,NA,NA,NA
gene4341,AAEL010821,,,,FBpp0078134,EOG8R26M4,FBgn0000100,CG7490,RpLP0
gene4342,AAEL010823,,,,FBpp0082522,EOG86X223,FBgn0016691,CG4307,ATPsynO
gene4343,AAEL018200,,,,FBpp0082575,EOG8K9F3P,FBgn0038318,CG6236,CG6236
gene4344,AAEL010810,,,,FBpp0088739,EOG89S8ZP,FBgn0052442,CG32442,CG32442
gene4345,AAEL010822,,,,FBpp0075781,EOG8JWZ53,FBgn0036240,CG6928,CG6928
gene4346,AAEL010815,,,,FBpp0112119,EOG8CJZ7D,FBgn0037702,CG8176,CG8176
gene4347,AAEL010824,,,,NA,NA,NA,NA,NA
gene4348,AAEL010829,,,,FBpp0082588,EOG8FTZQX,FBgn0038306,CG6563,Art3
gene4349,AAEL018201,,,,FBpp0289959,EOG8MD0QW,FBgn0028647,CG11902,CG11902
gene4349,AAEL018201,,,,FBpp0084222,EOG8MD0QW,FBgn0039329,CG10669,CG10669
gene4349,AAEL018201,,,,FBpp0081985,EOG8MD0QW,FBgn0260741,CG3281,CG3281
gene4349,AAEL018201,,,,FBpp0081919,EOG8MD0QW,FBgn0037931,CG18476,CG18476
gene435,AAEL013600,,,,FBpp0074131,EOG8FBMJ4,FBgn0001250,CG9623,if
gene4350,AAEL018191,,,,FBpp0078785,EOG8CC6T7,FBgn0031747,CG9021,CG9021
gene4350,AAEL018191,,,,FBpp0072030,EOG8CC6T7,FBgn0034871,CG3906,CG3906
gene4350,AAEL018191,,,,FBpp0086273,EOG8CC6T7,FBgn0034131,CG15712,CG15712
gene4350,AAEL018191,,,,FBpp0086301,EOG8CC6T7,FBgn0034126,CG4398,CG4398
gene4351,AAEL010430,,,,FBpp0086008,EOG8G7FQV,FBgn0016701,CG4921,Rab4
gene4352,AAEL010433,,,,FBpp0089115,EOG8K6JVN,FBgn0001139,CG8384,gro
gene4353,AAEL010440,,,,FBpp0081540,EOG84XN8D,FBgn0014022,CG8161,Rlb1
gene4354,AAEL010432,,,,FBpp0084351,EOG8K6JVQ,FBgn0266668,CG6095,Exo84
gene4355,AAEL010436,,,,FBpp0072030,EOG8CC6T7,FBgn0034871,CG3906,CG3906
gene4355,AAEL010436,,,,FBpp0086301,EOG8CC6T7,FBgn0034126,CG4398,CG4398
gene4355,AAEL010436,,,,FBpp0086273,EOG8CC6T7,FBgn0034131,CG15712,CG15712
gene4355,AAEL010436,,,,FBpp0078785,EOG8CC6T7,FBgn0031747,CG9021,CG9021
gene4356,AAEL010437,,,,FBpp0083138,EOG89W562,FBgn0038660,CG14291,CG14291
gene4357,AAEL010435,,,,FBpp0078785,EOG8CC6T7,FBgn0031747,CG9021,CG9021
gene4357,AAEL010435,,,,FBpp0072030,EOG8CC6T7,FBgn0034871,CG3906,CG3906
gene4357,AAEL010435,,,,FBpp0086301,EOG8CC6T7,FBgn0034126,CG4398,CG4398
gene4357,AAEL010435,,,,FBpp0086273,EOG8CC6T7,FBgn0034131,CG15712,CG15712
gene4358,AAEL010438,,,,FBpp0078785,EOG8CC6T7,FBgn0031747,CG9021,CG9021
gene4358,AAEL010438,,,,FBpp0086273,EOG8CC6T7,FBgn0034131,CG15712,CG15712
gene4358,AAEL010438,,,,FBpp0086301,EOG8CC6T7,FBgn0034126,CG4398,CG4398
gene4358,AAEL010438,,,,FBpp0072030,EOG8CC6T7,FBgn0034871,CG3906,CG3906
gene4359,AAEL010434,,,,NA,NA,NA,NA,NA
gene436,AAEL014483,,,,FBpp0271922,EOG87WRD9,FBgn0034569,CG3221,dgt3
gene4360,AAEL010439,,,,FBpp0070703,EOG84F927,FBgn0025679,CG2932,Bteb2
gene4361,AAEL017236,AaegOr99,OR,OR,NA,NA,NA,NA,NA
gene4362,AAEL013385,,,,NA,NA,NA,NA,NA
gene4363,AAEL013384,,,,FBpp0072712,EOG8K6JWF,FBgn0035283,CG12024,CG12024
gene4364,AAEL013383,,,,NA,NA,NA,NA,NA
gene4365,AAEL013382,,,,FBpp0075120,EOG8XKZ02,FBgn0036648,CG4098,CG4098
gene4366,AAEL013387,,,,NA,NA,NA,NA,NA
gene4367,AAEL013386,,,,FBpp0071685,EOG822D93,FBgn0034708,CG5625,Vps35
gene4368,AAEL017086,,,,NA,NA,NA,NA,NA
gene4369,AAEL010979,,,,FBpp0074573,EOG8WHCB4,FBgn0261811,CG11940,pico
gene437,AAEL014484,,,,FBpp0312189,EOG86MFBK,FBgn0050423,CG30423,CG30423
gene4370,AAEL010977,,,,FBpp0073872,EOG8SN4D8,FBgn0030672,CG9281,CG9281
gene4371,AAEL017278,,,,NA,NA,NA,NA,NA
gene4372,AAEL010978,,,,FBpp0074515,EOG876NQF,FBgn0031052,CG14215,CG14215
gene4373,AAEL002387,,,,FBpp0071478,EOG8616VP,FBgn0050291,CG30291,CG30291
gene4374,AAEL002395,,,,FBpp0076098,EOG8S7NFX,FBgn0015618,CG10572,Cdk8
gene4375,AAEL002392,,,,FBpp0072630,EOG8Z65CR,FBgn0035237,CG13917,CG13917
gene4376,AAEL002404,,,,FBpp0088012,EOG8X9B7J,FBgn0003733,CG1389,tor
gene4377,AAEL002367,,,,NA,NA,NA,NA,NA
gene4378,AAEL002401,,,,FBpp0080490,EOG82FW92,FBgn0032596,CG17331,Prosbeta4
gene4379,AAEL002379,,,,NA,NA,NA,NA,NA
gene438,AAEL014482,,,,NA,NA,NA,NA,NA
gene4380,AAEL002373,,,,FBpp0073384,EOG87WRDT,FBgn0030317,CG1561,CG1561
gene4381,AAEL002384,,,,FBpp0077396,EOG8BZQTJ,FBgn0031452,CG2843,Cwc25
gene4382,AAEL002391,,,,NA,NA,NA,NA,NA
gene4383,AAEL002381,,,,FBpp0071590,EOG8M689T,FBgn0010228,CG17921,HmgZ
gene4384,AAEL002369,,,,FBpp0077538,EOG8XD6GG,FBgn0031377,CG15356,CG15356
gene4385,AAEL002399,,,,FBpp0077537,EOG8D29FP,FBgn0001125,CG4233,Got2
gene4386,AAEL002376,,,,NA,NA,NA,NA,NA
gene4387,AAEL002403,,,,NA,NA,NA,NA,NA
gene4388,AAEL002396,,,,NA,NA,NA,NA,NA
gene4389,AAEL002378,,,,NA,NA,NA,NA,NA
gene439,AAEL012037,,,,FBpp0084970,EOG8X6G0Z,FBgn0039736,CG7912,CG7912
gene439,AAEL012037,,,,FBpp0088515,EOG8X6G0Z,FBgn0034275,CG5002,CG5002
gene4390,AAEL002375,,,,FBpp0303253,EOG8K9F50,FBgn0032101,CG9586,CG9586
gene4391,AAEL002366,,,,NA,NA,NA,NA,NA
gene4392,AAEL002400,,,,NA,NA,NA,NA,NA
gene4393,AAEL002372,,,,FBpp0087115,EOG89GP8C,FBgn0033699,CG8857,RpS11
gene4394,AAEL002383,,,,NA,NA,NA,NA,NA
gene4395,AAEL002385,,,,NA,NA,NA,NA,NA
gene4396,AAEL002374,,,,FBpp0084281,EOG8GB9XV,FBgn0039379,CG5886,CG5886
gene4397,AAEL002397,,,,NA,NA,NA,NA,NA
gene4398,AAEL002398,,,,NA,NA,NA,NA,NA
gene4399,AAEL002377,,,,FBpp0293061,EOG8JDM0S,FBgn0262601,CG5352,SmB
gene4399,AAEL002377,,,,FBpp0079514,EOG8JDM0S,FBgn0011291,CG4079,Taf11
gene44,AAEL018264,,,,FBpp0303081,EOG8TB72J,FBgn0038237,CG8279,Pde6
gene440,AAEL012040,,,,NA,NA,NA,NA,NA
gene4400,AAEL002388,,,,NA,NA,NA,NA,NA
gene4401,AAEL002402,,,,FBpp0290262,EOG8S4S6S,FBgn0052982,CG32982,CG32982
gene4402,AAEL002370,,,,FBpp0309188,EOG8W9MVF,FBgn0027506,CG6542,EDTP
gene4403,AAEL002386,,,,FBpp0077491,EOG8GF65F,FBgn0031379,CG7289,CG7289
gene4404,AAEL002371,,,,FBpp0080117,EOG8XPT79,FBgn0028919,CG16865,CG16865
gene4405,AAEL002389,,,,FBpp0077400,EOG8JHG76,FBgn0031458,CG2855,aph-1
gene4406,AAEL002390,,,,FBpp0310810,EOG8GTP4N,FBgn0266450,CG45074,Kr-h1
gene4407,AAEL002394,,,,FBpp0304371,EOG8VDSQ6,FBgn0035677,CG13293,CG13293
gene4408,AAEL017553,,,,NA,NA,NA,NA,NA
gene4409,AAEL002382,,,,FBpp0293513,EOG87Q0X6,FBgn0041092,CG13109,tai
gene441,AAEL012038,,,,NA,NA,NA,NA,NA
gene4410,AAEL018283,,,,NA,NA,NA,NA,NA
gene4411,AAEL002365,,,,NA,NA,NA,NA,NA
gene4412,AAEL017404,,,,NA,NA,NA,NA,NA
gene4413,AAEL002368,,,,NA,NA,NA,NA,NA
gene4414,AAEL002406,,,,FBpp0080798,EOG8PK517,FBgn0032810,CG13077,CG13077
gene4414,AAEL002406,,,,FBpp0080797,EOG8PK517,FBgn0032809,CG13078,CG13078
gene4415,AAEL007568,,,,FBpp0078633,EOG8NS63M,FBgn0031657,CG3756,CG3756
gene4416,AAEL007565,,,,FBpp0080637,EOG8MSGPB,FBgn0032679,CG10302,bsf
gene4417,AAEL007560,,,,FBpp0087885,EOG837V61,FBgn0033271,CG8708,CG8708
gene4417,AAEL007560,,,,FBpp0079388,EOG837V61,FBgn0032078,CG9520,C1GalTA
gene4418,AAEL007563,,,,FBpp0307132,EOG8X9B7C,FBgn0031464,CG3131,Duox
gene4419,AAEL017290,,,,NA,NA,NA,NA,NA
gene442,AAEL012036,,,,NA,NA,NA,NA,NA
gene4420,AAEL017177,,,,NA,NA,NA,NA,NA
gene4421,AAEL007562,,,,FBpp0080238,EOG8PG8RT,FBgn0086711,CG4482,mol
gene4422,AAEL007567,,,,NA,NA,NA,NA,NA
gene4423,AAEL007559,,,,FBpp0111549,EOG844PB7,FBgn0085422,CG34393,CG34393
gene4424,AAEL007564,,,,NA,NA,NA,NA,NA
gene4425,AAEL007561,,,,NA,NA,NA,NA,NA
gene4426,AAEL007558,,,,FBpp0079496,EOG8B8N4G,FBgn0032157,CG5899,Etl1
gene4427,AAEL007566,,,,FBpp0080255,EOG8KD9CP,FBgn0040228,CG10846,dyn-p25
gene4428,AAEL015457,,,,NA,NA,NA,NA,NA
gene4429,AAEL014994,,,,FBpp0087168,EOG8Q5CGF,FBgn0033658,CG8986,TwdlBeta
gene443,AAEL012039,,,,FBpp0088245,EOG84QWR6,FBgn0004859,CG2125,ci
gene4430,AAEL014993,,,,NA,NA,NA,NA,NA
gene4431,AAEL015665,,,,NA,NA,NA,NA,NA
gene4432,AAEL013807,,,,NA,NA,NA,NA,NA
gene4433,AAEL015577,,,,FBpp0073232,EOG8NGKDP,FBgn0030234,CG15211,CG15211
gene4434,AAEL014515,,,,FBpp0080342,EOG8Q87P6,FBgn0028944,CG11864,Semp1
gene4434,AAEL014515,,,,FBpp0080343,EOG8Q87P6,FBgn0028950,CG15255,CG15255
gene4434,AAEL014515,,,,FBpp0080340,EOG8Q87P6,FBgn0028948,CG15253,CG15253
gene4434,AAEL014515,,,,FBpp0080313,EOG8Q87P6,FBgn0028945,CG7631,CG7631
gene4434,AAEL014515,,,,FBpp0080341,EOG8Q87P6,FBgn0028949,CG15254,CG15254
gene4435,AAEL014517,,,,NA,NA,NA,NA,NA
gene4436,AAEL014514,,,,FBpp0080341,EOG8Q87P6,FBgn0028949,CG15254,CG15254
gene4436,AAEL014514,,,,FBpp0080342,EOG8Q87P6,FBgn0028944,CG11864,Semp1
gene4436,AAEL014514,,,,FBpp0080343,EOG8Q87P6,FBgn0028950,CG15255,CG15255
gene4436,AAEL014514,,,,FBpp0080340,EOG8Q87P6,FBgn0028948,CG15253,CG15253
gene4436,AAEL014514,,,,FBpp0080313,EOG8Q87P6,FBgn0028945,CG7631,CG7631
gene4437,AAEL014516,,,,FBpp0080340,EOG8Q87P6,FBgn0028948,CG15253,CG15253
gene4437,AAEL014516,,,,FBpp0080342,EOG8Q87P6,FBgn0028944,CG11864,Semp1
gene4437,AAEL014516,,,,FBpp0080313,EOG8Q87P6,FBgn0028945,CG7631,CG7631
gene4437,AAEL014516,,,,FBpp0080343,EOG8Q87P6,FBgn0028950,CG15255,CG15255
gene4437,AAEL014516,,,,FBpp0080341,EOG8Q87P6,FBgn0028949,CG15254,CG15254
gene4438,RU056,,,,NA,NA,NA,NA,NA
gene4439,AAEL014518,,,,FBpp0074903,EOG84N1J8,FBgn0036773,CG13698,CG13698
gene444,AAEL012041,,,,FBpp0088515,EOG8X6G0Z,FBgn0034275,CG5002,CG5002
gene444,AAEL012041,,,,FBpp0084970,EOG8X6G0Z,FBgn0039736,CG7912,CG7912
gene4440,AAEL015414,,,,NA,NA,NA,NA,NA
gene4441,AAEL015413,,,,NA,NA,NA,NA,NA
gene4442,AAEL009174,,,,FBpp0070612,EOG8258JV,FBgn0066114,CG32775,GlcAT-I
gene4443,AAEL009177,,,,NA,NA,NA,NA,NA
gene4444,AAEL009175,,,,FBpp0303578,EOG8W6RM4,FBgn0264089,CG43758,sli
gene4445,AAEL009178,,,,NA,NA,NA,NA,NA
gene4446,AAEL009179,,,,FBpp0070064,EOG8HDWK1,FBgn0000316,CG2945,cin
gene4447,AAEL009173,,,,FBpp0310127,EOG88D3KR,FBgn0000635,CG3665,Fas2
