gene_id,vectorbase,chemo,family
gene2029,AAEL006490,,
gene203,AAEL011154,,
gene2030,AAEL006506,,
gene2031,AAEL006498,,
gene2032,AAEL006488,,
gene2033,AAEL006483,,
gene2034,AAEL006492,,
gene2035,AAEL006481,,
gene2036,AAEL006479,,
gene2037,AAEL006503,,
gene2039,AAEL006484,,
gene204,AAEL011161,,
gene2040,AAEL006485,,
gene2041,AAEL006502,,
gene2042,AAEL006487,,
gene2043,AAEL018051,,
gene2044,AAEL006496,,
gene2045,AAEL006493,,
gene2046,AAEL006482,,
gene2047,AAEL006497,,
gene2048,AAEL006491,,
gene2049,AAEL006480,,
gene205,AAEL011150,,
gene2050,AAEL006505,,
gene2051,AAEL006411,,
gene2052,AAEL006402,,
gene2053,AAEL006428,,
gene2054,AAEL006421,,
gene2055,AAEL006423,,
gene2056,AAEL006419,,
gene2057,AAEL006429,,
gene2058,AAEL006407,,
gene2059,AAEL006413,,
gene206,AAEL011149,,
gene2060,AAEL006425,,
gene2061,AAEL006403,,
gene2062,AAEL006417,,
gene2063,AAEL006431,,
gene2064,AAEL006410,,
gene2065,AAEL006426,,
gene2066,AAEL017318,,
gene2067,AAEL006416,,
gene2068,AAEL006406,,
gene2069,AAEL006408,,
gene207,AAEL011148,,
gene2070,AAEL006409,,
gene2071,AAEL006399,,
gene2072,AAEL006405,,
gene2073,AAEL006430,,
gene2075,AAEL006422,,
gene2076,AAEL006414,,
gene2077,AAEL006404,,
gene2078,AAEL006420,,
gene2079,AAEL006427,,
gene208,AAEL011157,,
gene2080,AAEL006400,,
gene2081,AAEL006415,,
gene2082,AAEL006401,,
gene2083,AAEL006418,,
gene2084,AAEL006424,,
gene2085,AAEL010297,,
gene2086,AAEL010298,,
gene2087,AAEL013401,,
gene2088,AAEL013404,,
gene2089,AAEL013403,,
gene209,AAEL011153,,
gene2090,AAEL013402,,
gene2091,AAEL007626,,
gene2092,AAEL007632,,
gene2093,AAEL007625,,
gene2094,AAEL018142,,
gene2095,AAEL007631,,
gene2096,AAEL007629,,
gene2097,AAEL007624,,
gene2098,AAEL017044,,
gene2099,AAEL014833,,
gene21,AAEL007206,,
gene210,AAEL011156,,
gene2100,AAEL014836,,
gene2101,AAEL014835,,
gene2102,AAEL014834,,
gene2103,AAEL014832,,
gene2104,AAEL014660,,
gene2105,AAEL008724,,
gene2106,AAEL008743,,
gene2107,AAEL008725,,
gene2108,AAEL008732,,
gene2109,AAEL008737,,
gene211,AAEL011158,,
gene2110,AAEL008730,,
gene2111,AAEL008731,,
gene2112,AAEL008738,,
gene2113,AAEL008747,,
gene2114,AAEL008728,,
gene2115,AAEL008727,,
gene2116,AAEL008744,,
gene2117,AAEL008741,,
gene2118,AAEL008735,,
gene2119,AAEL008734,,
gene212,AAEL011160,,
gene2120,AAEL008736,,
gene2121,AAEL008733,,
gene2122,AAEL008745,,
gene2123,AAEL008740,,
gene2124,AAEL008739,,
gene2125,AAEL008729,,
gene2126,AAEL008746,,
gene2127,AAEL008726,,
gene2128,AAEL008723,,
gene2129,AAEL008742,,
gene213,AAEL011163AAEL011152,,
gene2130,AAEL012887,,
gene2131,AAEL012886,,
gene2132,AAEL011307,,
gene2133,AAEL011308,,
gene2134,AAEL011306,,
gene2135,AAEL011305,,
gene2136,AAEL011302,,
gene2137,AAEL011309,,
gene2138,AAEL011304,,
gene2139,AAEL011303,,
gene214,AAEL011159,,
gene2140,AAEL011301,,
gene2141,AAEL015662,,
gene2142,AAEL007402,,
gene2143,AAEL007390,,
gene2144,AAEL007403,,
gene2145,AAEL007397,,
gene2146,AAEL017482,,
gene2147,AAEL007401,,
gene2148,AAEL007393,,
gene2149,AAEL007404,,
gene215,AAEL014133,,
gene2150,AAEL007392,,
gene2151,AAEL007394,,
gene2152,AAEL007399,,
gene2153,AAEL007400,,
gene2154,AAEL007395,,
gene2156,AAEL007398,,
gene2157,AAEL007391,,
gene2158,AAEL013482,,
gene2159,RU022,,
gene216,AAEL014130,,
gene2160,AAEL013479,,
gene2161,AAEL013477,,
gene2162,AAEL013481,,
gene2163,AAEL013478,,
gene2164,AAEL013480,,
gene2165,AAEL009854,,
gene2166,AAEL009851,,
gene2167,AAEL009836,,
gene2168,AAEL009840,,
gene2169,AAEL009843,,
gene217,AAEL014132,,
gene2170,AAEL009848,,
gene2171,AAEL017022,,
gene2172,AAEL009852,,
gene2173,AAEL009850,,
gene2174,AAEL009842,,
gene2175,AAEL009841,,
gene2176,AAEL009844,,
gene2177,AAEL009847,,
gene2178,AAEL009838,,
gene2179,AAEL009853,,
gene218,AAEL014131,,
gene2180,AAEL009837,,
gene2181,AAEL009839,,
gene2182,AAEL009849,,
gene2183,AAEL009834,,
gene2184,AAEL009835,,
gene2185,AAEL009846,,
gene2186,AAEL009845,,
gene2187,AAEL014950,,
gene2188,AAEL014952,,
gene2189,AAEL015374,,
gene219,AAEL014134,,
gene2190,AAEL013417,,
gene2191,AAEL013416,,
gene2192,AAEL011268,,
gene2193,AAEL011261,,
gene2194,AAEL011267,,
gene2195,AAEL011264,,
gene2196,AAEL011270,,
gene2197,AAEL011263,,
gene2198,AAEL011265,,
gene2199,AAEL011260,,
gene22,AAEL007220,,
gene220,AAEL015612,,
gene2200,AAEL011269,,
gene2201,AAEL011266,,
gene2202,AAEL011262,,
gene2203,AAEL011259,,
gene2204,AAEL011172,,
gene2205,AAEL017479,,
gene2206,AAEL011171,,
gene2208,AAEL011173,,
gene2209,AAEL015474,,
gene221,AAEL014849,,
gene2210,AAEL003327,,
gene2211,AAEL003344,,
gene2212,AAEL003343,,
gene2213,AAEL017111,,
gene2214,AAEL003354,,
gene2216,AAEL003347,,
gene2217,AAEL017252,,
gene2219,AAEL017156,,
gene222,AAEL014851,,
gene2220,AAEL017474,,
gene2221,AAEL003325,,
gene2222,AAEL017436,,
gene2223,AAEL003346,,
gene2224,AAEL003358,,
gene2225,AAEL003352,,
gene2226,AAEL003351,,
gene2227,AAEL003348,,
gene2228,AAEL018299,,
gene2229,AAEL003349,,
gene223,AAEL014850,,
gene2230,AAEL003356,,
gene2233,AAEL003342,,
gene2234,AAEL003339,,
gene2235,AAEL003355,,
gene2236,AAEL003338,,
gene2237,AAEL017359,,
gene2238,AAEL003345,,
gene2239,RU023,,
gene224,AAEL014852,,
gene2240,AAEL003330,,
gene2241,AAEL003331,,
gene2242,AAEL003336,,
gene2243,AAEL016969,,
gene2244,AAEL003337,,
gene2245,AAEL017506,,
gene2246,RU024,,
gene2247,AAEL003332,,
gene2248,AAEL003326,,
gene225,AAEL008352,,
gene2250,AAEL007794,,
gene2251,AAEL018276,,
gene2252,AAEL014422,,
gene2253,AAEL014421,,
gene2254,AAEL012789,,
gene2255,AAEL012790,,
gene2256,AAEL012793,,
gene2257,AAEL012792,,
gene2258,AAEL018250,,
gene2259,AAEL012794,,
gene226,AAEL008351,,
gene2260,AAEL012787,,
gene2261,AAEL015523,,
gene2262,AAEL013504,,
gene2263,AAEL015405,,
gene2264,AAEL015404,,
gene2265,AAEL015631,,
gene2266,AAEL007875,,
gene2267,AAEL007880,,
gene2268,AAEL007870,,
gene2269,AAEL007876,,
gene2270,AAEL007886,,
gene2271,AAEL007883,,
gene2272,AAEL017109,,
gene2273,AAEL007874,,
gene2274,AAEL007884,,
gene2275,AAEL007868,,
gene2276,AAEL007889,,
gene2277,AAEL007885,,
gene2278,AAEL007872,,
gene2279,AAEL007882,,
gene228,AAEL008357,,
gene2280,AAEL007878,,
gene2281,AAEL007873,,
gene2282,AAEL007871,,
gene2283,AAEL007879,,
gene2284,AAEL007887,,
gene2285,AAEL007890,,
gene2286,AAEL007877,,
gene2287,AAEL007869,,
gene2288,AAEL007881,,
gene2289,AAEL007888,,
gene229,AAEL008358,,
gene2290,AAEL005804,,
gene2291,AAEL005794,,
gene2292,AAEL005801,,
gene2293,AAEL005795,,
gene2294,AAEL005821,,
gene2295,AAEL005802,,
gene2296,AAEL005796,,
gene2297,AAEL005819,,
gene2298,AAEL005817,,
gene2299,AAEL005822,,
gene23,AAEL007207,,
gene2300,AAEL005803,,
gene2301,AAEL005820,,
gene2302,AAEL005793,,
gene2303,AAEL005811,,
gene2304,AAEL005806,,
gene2305,AAEL005815,,
gene2306,AAEL005798,,
gene2307,AAEL005800,,
gene2308,AAEL017045,,
gene2309,AAEL005823,,
gene231,AAEL008356,,
gene2310,AAEL005808,,
gene2311,AAEL005814,,
gene2312,AAEL005818,,
gene2313,AAEL005791,,
gene2314,AAEL005797,,
gene2315,AAEL005792,,
gene2316,AAEL005810,,
gene2317,AAEL005809,,
gene2318,AAEL005813,,
gene2319,AAEL005799,,
gene232,AAEL008353,,
gene2320,AAEL005816,,
gene2321,AAEL015063,,
gene2323,AAEL013894,,
gene2324,AAEL013895,,
gene2325,AAEL004083,,
gene2326,AAEL004116,,
gene2327,AAEL004093,,
gene2328,AAEL018310,,
gene2329,AAEL004115,,
gene233,AAEL008359,,
gene2330,AAEL004106,,
gene2331,AAEL004086,,
gene2332,AAEL004092,,
gene2333,AAEL018311,,
gene2334,AAEL004117,,
gene2335,AAEL004097,,
gene2336,AAEL004102,,
gene2337,AAEL004119,,
gene2338,AAEL004118,,
gene2339,AAEL004104,,
gene234,AAEL008355,,
gene2340,AAEL004095,,
gene2341,AAEL004112,,
gene2342,AAEL004113,,
gene2343,AAEL004091,,
gene2344,AAEL004107,,
gene2345,AAEL004088,,
gene2346,AAEL017209,,
gene2347,AAEL004094,,
gene2348,AAEL004084,,
gene2349,AAEL004089,,
gene235,AAEL015610,,
gene2350,AAEL004120,,
gene2351,AAEL004105,,
gene2352,AAEL004108,,
gene2353,AAEL004096,,
gene2354,AAEL004114,,
gene2355,AAEL004111,,
gene2356,AAEL004101,,
gene2357,AAEL004103,,
gene2358,AAEL004110,,
gene2359,AAEL004090,,
gene236,AAEL009904,,
gene2360,AAEL004098,,
gene2361,AAEL015541,,
gene2362,AAEL015110,,
gene2363,AAEL009596,,
gene2366,AAEL009598,,
gene2367,AAEL009595,,
gene2368,AAEL009600,,
gene2369,AAEL015394,,
gene237,AAEL009899,,
gene2370,AAEL015056,,
gene2371,AAEL014620,,
gene2372,RU025,,
gene2373,AAEL008169,,
gene2374,AAEL008185,,
gene2375,AAEL008155,,
gene2376,AAEL008175,,
gene2377,AAEL008181,,
gene2378,AAEL008182,,
gene2379,AAEL008153,,
gene238,RU001,,
gene2380,AAEL008170,,
gene2381,AAEL008165,,
gene2382,AAEL008176,,
gene2383,AAEL008166,,
gene2384,AAEL008157,,
gene2385,AAEL008154,,
gene2386,AAEL008183,,
gene2387,AAEL008167,,
gene2388,AAEL008178,,
gene2389,AAEL008163,,
gene239,AAEL009902,,
gene2390,AAEL008171,,
gene2391,AAEL008164,,
gene2392,AAEL008156,,
gene2393,AAEL008158,,
gene2394,AAEL008168,,
gene2395,AAEL008152,,
gene2396,AAEL008172,,
gene2397,AAEL008173,,
gene2398,AAEL008162,,
gene2399,AAEL008160,,
gene24,AAEL017541,,
gene240,AAEL009913,,
gene2400,AAEL008186,,
gene2401,AAEL008180,,
gene2402,AAEL008179,,
gene2403,AAEL008151,,
gene2404,AAEL008184,,
gene2405,AAEL008177,,
gene2406,AAEL008174,,
gene2407,AAEL008159,,
gene2408,AAEL014420,,
gene2409,AAEL014415,,
gene241,AAEL009915,,
gene2410,AAEL014416,,
gene2411,AAEL014418,,
gene2412,AAEL014417,,
gene2413,AAEL014419,,
gene2414,AAEL011467,,
gene2415,AAEL017575,,
gene2416,AAEL011465,,
gene2417,AAEL011464,,
gene2418,AAEL011468,,
gene2419,AAEL011466,,
gene242,AAEL009912,,
gene2420,RU026,,
gene2421,AAEL008317,,
gene2422,AAEL008316,,
gene2423,AAEL008313,,
gene2424,AAEL008306,,
gene2425,AAEL008307,,
gene2426,AAEL008308,,
gene2427,AAEL008305,,
gene2428,AAEL008304,,
gene2429,AAEL008309,,
gene243,AAEL009905,,
gene2430,AAEL008312,,
gene2431,AAEL008314,,
gene2432,AAEL008318,,
gene2433,AAEL008311,,
gene2434,AAEL008303,,
gene2435,AAEL008315,,
gene2436,AAEL008310,,
gene2437,AAEL015573,,
gene2438,AAEL015480,,
gene2439,AAEL009978,,
gene244,AAEL009916,,
gene2440,AAEL009979,,
gene2441,AAEL009977,,
gene2442,AAEL018188,,
gene2443,AAEL009980,,
gene2444,AAEL008632,,
gene2445,AAEL008626,,
gene2446,AAEL008635,,
gene2447,AAEL008622,,
gene2448,AAEL008631,,
gene2449,AAEL008621,,
gene245,AAEL009906,,
gene2450,AAEL008629,,
gene2451,AAEL008623,,
gene2452,AAEL008624,,
gene2453,AAEL008634,,
gene2454,AAEL008628,,
gene2455,AAEL008633,,
gene2456,AAEL008627,,
gene2457,AAEL008630,,
gene2458,AAEL008625,,
gene2459,AAEL014220,,
gene246,AAEL009910,,
gene2460,AAEL014221,,
gene2461,AAEL014425,,
gene2462,AAEL014427,,
gene2463,AAEL014428,,
gene2464,AAEL014426,,
gene2465,AAEL006200,,
gene2466,AAEL006199,,
gene2467,AAEL006193,,
gene2468,AAEL006198,,
gene2469,AAEL006209,,
gene247,AAEL009914,,
gene2470,AAEL006191,,
gene2471,AAEL006208,,
gene2472,AAEL006194,,
gene2473,AAEL017180,,
gene2474,AAEL006205,,
gene2475,AAEL006196,,
gene2476,AAEL006203,,
gene2477,AAEL006206,,
gene2479,AAEL006190,,
gene248,AAEL009907,,
gene2480,AAEL006207,,
gene2481,AAEL006189,,
gene2483,AAEL006210,,
gene2484,AAEL006197,,
gene2485,AAEL006201,,
gene2486,AAEL006204,,
gene2487,RU027,,
gene2488,AAEL013026,,
gene2489,AAEL013027,,
gene249,AAEL009901,,
gene2490,AAEL010216,,
gene2491,AAEL010215,,
gene2492,AAEL013886,,
gene2493,AAEL013885,,
gene2494,AAEL009465,,
gene2495,AAEL009461,,
gene2496,AAEL009464,,
gene2497,AAEL009458,,
gene2498,AAEL009468,,
gene2499,AAEL009459,,
gene25,AAEL007202,,
gene250,AAEL018187,,
gene2500,AAEL009463,,
gene2501,AAEL009460,,
gene2502,AAEL009470,,
gene2503,AAEL009473,,
gene2504,AAEL009467,,
gene2505,AAEL009466,,
gene2506,AAEL009471,,
gene2507,AAEL009469,,
gene2508,AAEL009462,,
gene2509,AAEL009472,,
gene251,AAEL009917,,
gene2510,AAEL010238,,
gene2511,AAEL010226,,
gene2512,AAEL010233,,
gene2513,AAEL010229,,
gene2514,AAEL010232,,
gene2515,AAEL010227,,
gene2516,AAEL010231,,
gene2517,AAEL010243,,
gene2518,AAEL010236,,
gene2519,AAEL010234,,
gene252,AAEL009911,,
gene2520,AAEL010228,,
gene2521,AAEL010242,,
gene2522,AAEL010240,,
gene2523,AAEL010239,,
gene2524,AAEL018190,,
gene2525,AAEL010235,,
gene2526,AAEL010230,,
gene2527,AAEL014192,,
gene2528,AAEL014193,,
gene2529,AAEL014194,,
gene253,AAEL009908,,
gene2530,AAEL012233,,
gene2531,AAEL017286,,
gene2532,AAEL014226,,
gene2533,AAEL014227,,
gene2534,AAEL011131,,
gene2535,AAEL011114,,
gene2536,AAEL011117,,
gene2537,AAEL011128,,
gene2538,AAEL011119,,
gene2539,AAEL011125,,
gene254,AAEL009909,,
gene2540,AAEL011115,,
gene2541,AAEL011120,,
gene2542,AAEL011111,,
gene2543,AAEL011134,,
gene2544,AAEL011133,,
gene2545,AAEL011112,,
gene2546,AAEL011126,,
gene2547,AAEL011124,,
gene2548,AAEL011121,,
gene2549,AAEL011132,,
gene255,AAEL009898,,
gene2550,AAEL011135,,
gene2551,AAEL011118,,
gene2552,AAEL011123,,
gene2553,AAEL011113,,
gene2554,RU028,,
gene2555,AAEL011116,,
gene2556,AAEL011129,,
gene2557,AAEL011130,,
gene2559,AAEL015171,,
gene256,AAEL009918,,
gene2560,AAEL015172,,
gene2561,AAEL014486,,
gene2562,AAEL013597,,
gene2563,AAEL013590,,
gene2564,AAEL017108,,
gene2565,AAEL013594,,
gene2566,AAEL013591,,
gene2567,AAEL013593,,
gene2568,AAEL013596,,
gene2569,AAEL013595,,
gene257,AAEL015617,,
gene2570,AAEL013592,,
gene2571,AAEL017168,,
gene2572,AAEL015104,,
gene2573,AAEL015105,,
gene2574,AAEL015102,,
gene2575,AAEL015103,,
gene2576,AAEL001089,,
gene2577,AAEL001064,,
gene2578,AAEL001057,,
gene2579,AAEL001078,,
gene258,AAEL015616,,
gene2580,AAEL001072,,
gene2581,AAEL001066,,
gene2582,AAEL001073,,
gene2583,AAEL001079,,
gene2584,AAEL001069,,
gene2585,AAEL001085,,
gene2586,AAEL001060,,
gene2587,AAEL001076,,
gene2588,AAEL001082,,
gene2589,AAEL001054,,
gene259,AAEL005996,,
gene2590,AAEL001067,,
gene2591,AAEL001061,,
gene2592,AAEL001071,,
gene2593,AAEL001080,,
gene2594,AAEL001093,,
gene2595,AAEL001083,,
gene2596,AAEL001070,,
gene2597,AAEL001077,,
gene2598,AAEL001058,,
gene2599,AAEL001099,,
gene26,AAEL007209,,
gene260,AAEL005991,,
gene2600,AAEL001084,,
gene2601,AAEL001091,,
gene2602,AAEL001087,,
gene2603,AAEL001063,,
gene2604,AAEL001075,,
gene2605,AAEL001074,,
gene2606,AAEL001053,,
gene2607,AAEL001056,,
gene2608,AAEL001098,,
gene2609,AAEL001068,,
gene261,AAEL005990,,
gene2610,AAEL001095,,
gene2611,AAEL001086,,
gene2612,AAEL001081,,
gene2613,AAEL001062,,
gene2614,AAEL001096,,
gene2615,AAEL001092,,
gene2616,AAEL001090,,
gene2617,AAEL001097,,
gene2618,AAEL001065,,
gene2619,AAEL001094,,
gene262,AAEL005989,,
gene2620,AAEL001088,,
gene2621,AAEL001059,,
gene2622,AAEL001055,,
gene2623,AAEL012433,,
gene2624,AAEL012434,,
gene2625,AAEL012432,,
gene2626,RU029,,
gene2627,AAEL012430,,
gene2628,AAEL012431,,
gene2629,AAEL012436,,
gene263,AAEL005997,,
gene2630,AAEL018238,,
gene2631,AAEL012429,,
gene2632,AAEL014293,,
gene2633,AAEL014292,,
gene2634,AAEL015532,,
gene2635,AAEL012321,,
gene2636,AAEL012322,,
gene2637,AAEL012319,,
gene2638,AAEL012327,,
gene2639,AAEL012323,,
gene264,AAEL005993,,
gene2640,AAEL012326,,
gene2641,AAEL012332,,
gene2642,AAEL012324,,
gene2643,AAEL012320,,
gene2644,AAEL012330,,
gene2645,AAEL012325,,
gene2646,AAEL012331,,
gene2647,AAEL012328,,
gene2648,AAEL012329,,
gene2649,AAEL010955,,
gene265,AAEL005994,,
gene2650,AAEL010946,,
gene2651,AAEL010944,,
gene2652,AAEL010956,,
gene2653,AAEL010950,,
gene2654,AAEL010951,,
gene2655,AAEL010949,,
gene2656,AAEL010948,,
gene2657,AAEL010953,,
gene2658,AAEL010954,,
gene2659,AAEL010942,,
gene266,AAEL005992,,
gene2660,AAEL010952,,
gene2661,AAEL010943,,
gene2662,AAEL010945,,
gene2664,AAEL001747,,
gene2665,AAEL001739,,
gene2666,AAEL017120,,
gene2667,AAEL001736,,
gene2668,AAEL001740,,
gene2669,AAEL001734,,
gene267,AAEL005995,,
gene2670,AAEL001735,,
gene2671,AAEL001743,,
gene2672,AAEL001748,,
gene2673,AAEL001733,,
gene2674,AAEL001741,,
gene2675,AAEL001742,,
gene2676,AAEL001744,,
gene2677,AAEL001732,,
gene2678,AAEL001738,,
gene2679,AAEL001746,,
gene268,AAEL008651,,
gene2680,AAEL001737,,
gene2681,AAEL001745,,
gene2682,AAEL013994,,
gene2683,AAEL017148,,
gene2684,AAEL013998,,
gene2685,AAEL013992,,
gene2686,AAEL013997,,
gene2687,AAEL013991,,
gene2688,AAEL013996,,
gene2689,AAEL013999,,
gene269,AAEL008649,,
gene2690,AAEL013993,,
gene2691,AAEL013995,,
gene2692,AAEL013568,,
gene2693,AAEL013569,,
gene2694,AAEL013566,,
gene2695,AAEL013567,,
gene2696,AAEL014879,,
gene2697,AAEL014795,,
gene2698,AAEL014796,,
gene2699,AAEL014793,,
gene27,AAEL007198,,
gene270,AAEL008663,,
gene2700,AAEL014798,,
gene2701,AAEL014797,,
gene2702,AAEL014794,,
gene2703,AAEL014800,,
gene2704,AAEL014799,,
gene2705,AAEL015092,,
gene2706,AAEL017514,,
gene2707,AAEL005231,,
gene2708,AAEL017163,,
gene2709,AAEL005222,,
gene271,AAEL008650,,
gene2710,AAEL005228,,
gene2711,AAEL005214,,
gene2712,AAEL005225,,
gene2713,AAEL005238,,
gene2714,AAEL005232,,
gene2715,AAEL005237,,
gene2716,AAEL005221,,
gene2717,AAEL005236,,
gene2718,AAEL005218,,
gene2719,AAEL005239,,
gene2720,AAEL005220,,
gene2721,AAEL005223,,
gene2722,AAEL005219,,
gene2723,AAEL005216,,
gene2724,AAEL005229,,
gene2725,AAEL005215,,
gene2726,AAEL005234,,
gene2727,AAEL005233,,
gene2728,AAEL005224,,
gene2729,AAEL005230,,
gene273,AAEL008652,,
gene2730,AAEL005226,,
gene2731,AAEL017116,,
gene2732,AAEL005217,,
gene2733,AAEL005235,,
gene2734,AAEL005227,,
gene2735,AAEL015535,,
gene2736,RU030,,
gene2737,AAEL015493,,
gene2738,AAEL011430,,
gene2739,AAEL011414,,
gene274,AAEL008660,,
gene2740,AAEL011426,,
gene2741,AAEL011417,,
gene2742,AAEL011419,,
gene2743,AAEL011428,,
gene2744,AAEL011423,,
gene2745,AAEL011420,,
gene2746,AAEL011429,,
gene2747,AAEL011425,,
gene2748,AAEL011418,,
gene2749,AAEL011421,,
gene275,AAEL008658,,
gene2750,AAEL011413,,
gene2751,AAEL011427,,
gene2752,AAEL011422,,
gene2753,AAEL011415,,
gene2754,AAEL011412,,
gene2755,AAEL017269,,
gene2756,AAEL011424,,
gene2757,AAEL011416,,
gene2758,RU031,,
gene2759,AAEL006949,,
gene276,AAEL008654,,
gene2760,AAEL006935,,
gene2761,AAEL006952,,
gene2762,AAEL018054,,
gene2764,AAEL006936,,
gene2765,AAEL006950,,
gene2766,AAEL006937,,
gene2767,AAEL006945,,
gene2768,AAEL018126,,
gene2769,AAEL006944,,
gene277,AAEL008662,,
gene2770,AAEL006953,,
gene2771,AAEL006958,,
gene2772,AAEL018127,,
gene2773,AAEL006939,,
gene2774,AAEL006946,,
gene2775,AAEL006951,,
gene2776,AAEL006956,,
gene2777,AAEL006948,,
gene2778,AAEL006957,,
gene2779,AAEL006938,,
gene278,AAEL008653,,
gene2780,AAEL006955,,
gene2781,AAEL013444,,
gene2782,AAEL013440,,
gene2783,RU032,,
gene2784,AAEL013443,,
gene2785,AAEL013441,,
gene2786,AAEL013445,,
gene2787,AAEL013442,,
gene2788,AAEL013446,,
gene2789,AAEL013439,,
gene279,AAEL008656,,
gene2790,AAEL013436,,
gene2791,AAEL013447,,
gene2792,AAEL013438,,
gene2793,RU033,,
gene2794,AAEL013437,,
gene2795,AAEL013348,,
gene2796,AAEL013341,,
gene2797,AAEL013339,,
gene2798,AAEL013345,,
gene2799,AAEL013340,,
gene28,AAEL007212,,
gene280,AAEL018161,,
gene2800,AAEL013343,,
gene2801,AAEL013338,,
gene2802,AAEL013346,,
gene2803,AAEL013342,,
gene2804,AAEL013347,,
gene2805,AAEL013352,,
gene2806,AAEL013344,,
gene2807,AAEL013349,,
gene2808,AAEL013351,,
gene2809,AAEL013350,,
gene281,AAEL008657,,
gene2810,AAEL012406,,
gene2811,AAEL014665,,
gene2812,AAEL014664,,
gene2813,AAEL014662,,
gene2814,AAEL014661,,
gene2815,AAEL013354,,
gene2816,AAEL013356,,
gene2817,AAEL013355,,
gene2818,AAEL013353,,
gene2819,AAEL013359,,
gene282,AAEL014531,,
gene2820,AAEL013358,,
gene2821,AAEL017433,,
gene2822,AAEL013357,,
gene2823,AAEL013875,,
gene2824,AAEL013872,,
gene2825,AAEL013874,,
gene2826,AAEL013876,,
gene2827,AAEL013873,,
gene2828,AAEL013871,,
gene2829,AAEL017457,,
gene283,AAEL014532,,
gene2830,AAEL006591,,
gene2831,AAEL006596,,
gene2832,AAEL006598,,
gene2833,AAEL006592,,
gene2834,AAEL006595,,
gene2835,AAEL006589,,
gene2836,AAEL006594,,
gene2837,AAEL006590,,
gene2838,AAEL006593,,
gene2839,AAEL006597,,
gene284,RU002,,
gene2840,AAEL006599,,
gene2841,AAEL014975,,
gene2842,AAEL014977,,
gene2843,AAEL014974,,
gene2844,AAEL014978,,
gene2845,AAEL014976,,
gene2846,AAEL014973,,
gene2847,AAEL014889,,
gene2848,AAEL014888,,
gene2849,AAEL015633,,
gene285,AAEL012417,,
gene2850,AAEL015465,,
gene2851,AAEL008339,,
gene2853,AAEL008337,,
gene2854,AAEL015077,,
gene2857,AAEL011648,,
gene2858,AAEL011647,,
gene2859,AAEL011645,,
gene286,AAEL012416,,
gene2860,AAEL011646,,
gene2861,AAEL011649,,
gene2862,AAEL015073,,
gene2863,AAEL015249,,
gene2864,AAEL015340,,
gene2865,AAEL001316,,
gene2866,AAEL001299,,
gene2868,AAEL001320,,
gene2869,AAEL001308,,
gene287,AAEL012420,,
gene2870,AAEL001323,,
gene2871,AAEL001293,,
gene2872,AAEL001289,,
gene2873,AAEL001319,,
gene2874,AAEL001312AAEL001292,,
gene2875,AAEL001288,,
gene2876,AAEL001301,,
gene2877,AAEL018199,,
gene2878,AAEL001315,,
gene2879,AAEL001307,,
gene288,AAEL012413,,
gene2880,AAEL001298,,
gene2881,RU034,,
gene2882,AAEL001296,,
gene2883,AAEL001309,,
gene2884,AAEL001313,,
gene2885,AAEL001310,,
gene2886,AAEL001305,,
gene2887,AAEL001302,,
gene2888,AAEL001295,,
gene2889,AAEL001304,,
gene289,AAEL012419,,
gene2890,AAEL001318,,
gene2891,AAEL001294,,
gene2892,AAEL001317,,
gene2893,AAEL017391,,
gene2894,AAEL001306,,
gene2895,AAEL001322,,
gene2896,AAEL001287,,
gene2897,AAEL001321,,
gene2899,AAEL001300,,
gene29,AAEL007204,,
gene290,AAEL012418,,
gene2900,AAEL001297,,
gene2901,AAEL001290,,
gene2902,AAEL001314,,
gene2903,AAEL000122,,
gene2905,AAEL000144,,
gene2906,AAEL000114,,
gene2907,AAEL000101,,
gene2908,AAEL000112,,
gene2909,AAEL000102,,
gene291,AAEL012415,,
gene2910,AAEL000120,,
gene2911,AAEL000134,,
gene2912,AAEL018111,,
gene2913,AAEL000147,,
gene2914,AAEL000103,,
gene2915,AAEL000157,,
gene2916,AAEL000133,,
gene2917,AAEL000132,,
gene2918,AAEL000108,,
gene2919,AAEL000105,,
gene292,AAEL012414,,
gene2920,AAEL000119,,
gene2921,AAEL000155,,
gene2922,AAEL000129,,
gene2923,AAEL000123,,
gene2924,AAEL000150,,
gene2925,AAEL000153,,
gene2926,AAEL000140,,
gene2927,AAEL000116,,
gene2928,AAEL000152,,
gene2929,AAEL000127,,
gene293,AAEL015146,,
gene2930,AAEL000113,,
gene2931,AAEL000151,,
gene2932,AAEL000104,,
gene2933,AAEL000115,,
gene2934,AAEL000156,,
gene2935,AAEL000111,,
gene2936,AAEL000136,,
gene2937,AAEL000130,,
gene2938,AAEL000106,,
gene2939,AAEL000117,,
gene294,AAEL001980,,
gene2941,AAEL017443,,
gene2942,AAEL000149,,
gene2943,AAEL000146,,
gene2944,AAEL000109,,
gene2945,AAEL000121,,
gene2946,AAEL000126,,
gene2947,AAEL000107,,
gene2948,AAEL000118,,
gene2949,AAEL000145,,
gene295,AAEL001967,,
gene2950,AAEL000148,,
gene2951,AAEL000137,,
gene2952,AAEL000124,,
gene2953,AAEL018110,,
gene2954,RU035,,
gene2955,AAEL017375,,
gene2956,AAEL000138,,
gene2957,AAEL000154,,
gene2958,AAEL000143,,
gene2959,AAEL017533,,
gene296,AAEL001966,,
gene2960,AAEL000128,,
